x,y,z,label
154,2017,3040,2
28,2533,3308,2
-273,2933,3391,2
-638,3165,3657,2
-949,3103,3317,2
-1002,3526,3725,2
-996,4049,3882,2
-1047,4563,4057,2
-1141,4958,4387,2
-1427,5282,4902,2
-1875,5415,5170,2
-2379,5341,5087,2
-2670,5265,4915,2
-2640,5238,4980,2
-2618,5191,5133,2
-2882,4893,5100,2
-3162,4485,4717,2
-3103,4109,4189,2
-2782,3755,3734,2
-2222,3495,3755,2
-1612,3364,4209,2
-1272,3142,4324,2
-1169,2750,3841,2
-1108,2464,3186,2
-1104,2147,2730,2
-1140,1737,2912,2
-989,1519,3786,2
-585,1379,4537,2
-182,1192,4567,2
-102,990,4085,2
-360,677,3365,2
-386,360,3306,2
-106,486,3772,2
241,607,4055,2
445,667,3912,2
436,733,3617,2
750,564,3407,2
1470,606,3858,2
1973,695,4498,2
1959,763,4801,2
1613,668,4459,2
1055,558,3842,2
254,585,3553,2
-593,510,3295,2
-893,138,2900,2
-560,-286,2773,2
226,-535,3245,2
867,-456,4083,2
1028,-405,4707,2
680,-596,4795,2
235,-839,4655,2
115,-1059,4648,2
384,-1101,5117,2
638,-1047,5656,2
674,-1092,5864,2
501,-1104,5893,2
305,-1205,5590,2
202,-1290,5166,2
52,-1352,4749,2
-272,-1407,4474,2
-542,-1290,4616,2
-609,-1083,4947,2
-636,-1025,4963,2
-567,-1076,4732,2
-408,-1074,4398,2
-206,-982,4195,2
-387,-844,4028,2
-549,-644,3885,2
-396,-368,3828,2
-18,-87,3804,2
467,224,3718,2
731,471,3468,2
657,780,3411,2
521,1207,3552,2
589,1599,3648,2
861,1969,3697,2
1071,2342,3647,2
1284,2678,3529,2
1247,3032,3456,2
1040,3483,3481,2
614,3960,3409,2
42,4306,3202,2
-421,4519,3051,2
-819,4820,3022,2
-1229,5086,3113,2
-1677,5275,3311,2
-2225,5382,3663,2
-2761,5573,4272,2
-3031,5695,4653,2
-2998,5543,4479,2
-2925,5337,4080,2
-2990,5128,3819,2
-3046,4895,3885,2
-2620,4714,4222,2
-1899,4533,4608,2
-1403,4245,4688,2
-1234,3861,4372,2
-1225,3444,3915,2
-940,3085,3868,2
-619,2906,4292,2
-489,2721,4764,2
-505,2411,4749,2
-475,2051,4410,2
-216,1630,4075,2
77,1373,4101,2
154,1232,4317,2
-92,1113,4369,2
-204,873,4102,2
-256,626,3565,2
-359,409,2760,2
-393,220,2137,2
159,238,2703,2
942,456,3906,2
1260,433,4561,2
756,-15,3984,2
184,-448,2986,2
214,-587,2676,2
911,-464,3558,2
1533,-197,4886,2
1648,-214,5561,2
1224,-557,5225,2
672,-944,4530,2
370,-1185,4257,2
546,-1271,4712,2
1054,-1243,5446,2
1358,-1396,5731,2
1288,-1650,5601,2
948,-1791,5496,2
458,-1792,5461,2
15,-1857,5214,2
-232,-1911,4853,2
-163,-1960,4601,2
-109,-1871,4595,2
-218,-1690,4747,2
-439,-1454,4744,2
-636,-1355,4413,2
-865,-1211,4126,2
-992,-1049,3935,2
-954,-804,3896,2
-788,-548,3831,2
-867,-240,3819,2
-1050,143,3852,2
-934,401,3716,2
-382,668,3585,2
245,1037,3818,2
696,1427,4228,2
944,1758,4534,2
1053,2067,4544,2
1325,2290,4078,2
1897,2530,3542,2
2340,3010,3262,2
2401,3411,3012,2
2015,3753,2902,2
1389,4034,2992,2
849,4273,3062,2
190,4426,3039,2
-685,4676,3231,2
-1565,4851,3387,2
-2151,4995,3468,2
-2357,5286,3878,2
-2461,5596,4453,2
-2711,5634,4663,2
-3134,5442,4459,2
-3670,5153,4121,2
-3923,4921,4170,2
-3503,4755,4634,2
-2828,4515,4904,2
-2194,4199,4784,2
-1543,3847,4552,2
-989,3557,4438,2
-661,3329,4542,2
-743,2976,4370,2
-956,2602,3911,2
-759,2227,3642,2
-259,2010,3793,2
97,1807,3993,2
-27,1584,3889,2
-276,1328,3616,2
-82,1000,3772,2
241,870,4391,2
485,676,4554,2
628,423,4046,2
485,254,3230,2
85,165,2479,2
45,68,2594,2
210,193,3756,2
502,260,4825,2
745,-71,4777,2
670,-491,3915,2
468,-837,3053,2
336,-975,3027,2
256,-765,3824,2
448,-695,4496,2
805,-807,4647,2
1075,-1003,4479,2
967,-951,4657,2
777,-818,4905,2
448,-917,4754,2
69,-1090,4638,2
-291,-1108,5001,2
-448,-1130,5447,2
-244,-1288,5612,2
107,-1496,5649,2
329,-1608,5681,2
214,-1720,5496,2
-292,-1819,5025,2
-741,-1805,4610,2
-819,-1727,4435,2
-529,-1572,4499,2
-160,-1329,4631,2
-79,-1063,4620,2
-416,-858,4432,2
-830,-751,4173,2
-857,-740,3930,2
-459,-550,4003,2
-52,-220,4083,2
221,50,3947,2
410,363,3907,2
768,627,3844,2
1138,899,3682,2
1270,1255,3618,2
1109,1640,3584,2
996,1821,3308,2
1133,2003,3182,2
1336,2400,3335,2
1251,2828,3392,2
836,3100,3106,2
224,3270,2662,2
-166,3560,2468,2
-313,3962,2559,2
-463,4472,2952,2
-682,5011,3484,2
-816,5426,3833,2
-817,5714,4010,2
-907,5986,4257,2
-1139,6088,4762,2
-1425,5974,4999,2
-1705,5735,5029,2
-2200,5334,4706,2
-2731,4982,4369,2
-2676,4782,4364,2
-2296,4451,4253,2
-1861,4031,4159,2
-1439,3741,4386,2
-1227,3448,4424,2
-1162,3105,4102,2
-1070,2793,3697,2
-903,2519,3555,2
-666,2272,4019,2
-377,2051,4714,2
-209,1826,5073,2
-245,1584,4880,2
-336,1371,4248,2
-595,1130,3523,2
-956,854,3083,2
-944,657,3384,2
-404,564,3885,2
222,398,3905,2
533,211,3577,2
889,66,3529,2
1442,-213,3815,2
1911,-506,4298,2
2206,-572,4789,2
2318,-604,5030,2
2138,-677,4657,2
1636,-718,3999,2
980,-563,3735,2
470,-427,3730,2
321,-561,3545,2
424,-749,3463,2
322,-898,3564,2
64,-1107,3809,2
-190,-1312,4175,2
-175,-1504,4568,2
137,-1702,4868,2
591,-1819,5186,2
965,-1769,5559,2
960,-1704,5601,2
725,-1656,5298,2
495,-1585,4967,2
377,-1529,4696,2
399,-1400,4606,2
372,-1193,4666,2
229,-1022,4865,2
37,-892,4987,2
-1,-822,4834,2
212,-897,4507,2
634,-913,4430,2
865,-696,4476,2
667,-468,4349,2
261,-255,4009,2
129,-88,3666,2
452,11,3234,2
840,281,2983,2
926,745,2959,2
707,1295,3047,2
588,1690,3036,2
434,2017,2890,2
339,2287,2606,2
290,2673,2416,2
286,2998,2303,2
154,3340,2497,2
-147,3754,2986,2
-581,4105,3456,2
-1159,4505,3777,2
-1713,4873,4097,2
-2133,5196,4344,2
-2347,5438,4595,2
-2518,5691,5168,2
-2612,5903,5799,2
-2541,5871,5845,2
-2389,5660,5401,2
-2237,5388,5063,2
-1917,5062,4847,2
-1473,4667,4500,2
-1071,4352,4274,2
-815,4084,4183,2
-577,3820,4097,2
-362,3554,3964,2
-301,3248,3739,2
-202,2939,3495,2
42,2748,3664,2
203,2570,4114,2
176,2275,4273,2
-12,1926,4086,2
37,1585,3778,2
341,1319,3624,2
676,1132,3723,2
654,1018,3946,2
164,940,3954,2
-82,556,3572,2
210,180,3289,2
780,-139,3329,2
1147,-255,3998,2
1146,-118,4885,2
964,-82,4984,2
606,-312,3997,2
-5,-543,2838,2
-295,-714,2555,2
-152,-786,3248,2
278,-986,4013,2
602,-1325,4222,2
611,-1511,4233,2
448,-1638,4293,2
400,-1697,4561,2
382,-1799,4743,2
598,-2019,4871,2
886,-2126,5110,2
990,-2142,5312,2
1005,-2137,5321,2
959,-2122,5079,2
750,-2000,4750,2
393,-1792,4498,2
160,-1604,4477,2
194,-1483,4562,2
346,-1333,4673,2
134,-1092,4515,2
-234,-918,4149,2
-438,-740,3978,2
-504,-454,4143,2
-476,-96,4458,2
-575,218,4639,2
-571,392,4641,2
-57,464,4538,2
737,551,4381,2
1130,907,4348,2
1023,1334,4174,2
976,1585,3634,2
1257,1710,2960,2
1636,1903,2477,2
1606,2231,2202,2
1121,2649,2217,2
384,3117,2376,2
-256,3470,2481,2
-753,3867,2675,2
-1116,4315,2969,2
-1473,4789,3390,2
-1995,5221,3965,2
-2333,5464,4316,2
-2324,5631,4632,2
-2165,5761,4990,2
-1854,5816,5185,2
-1831,5605,4886,2
-1775,5435,4539,2
-1712,5385,4563,2
-1626,5089,4352,2
-1395,4689,4002,2
-1047,4349,3855,2
-853,4142,4030,2
-799,3970,4317,2
-803,3697,4397,2
-803,3378,4152,2
-599,3018,3846,2
-348,2767,3784,2
-139,2467,3946,2
-118,2254,4245,2
-103,1967,4469,2
78,1722,4487,2
243,1420,4004,2
343,1058,3283,2
344,832,3380,2
305,824,3919,2
510,529,4120,2
763,313,4051,2
716,184,3769,2
343,169,3572,2
126,104,3990,2
195,133,4540,2
465,-37,4470,2
473,-356,3635,2
354,-593,2840,2
398,-675,2614,2
563,-478,3311,2
673,-350,3908,2
816,-713,3883,2
812,-1163,3676,2
604,-1452,3740,2
333,-1390,4797,2
570,-1318,6100,2
1445,-1772,6382,2
1632,-1950,6153,2
1410,-1828,6074,2
1073,-1700,5851,2
595,-1670,5328,2
174,-1694,4761,2
-81,-1673,4386,2
-259,-1498,4420,2
-397,-1272,4670,2
-451,-1142,4744,2
-563,-1031,4626,2
-594,-1003,4509,2
-578,-935,4508,2
-526,-795,4419,2
-407,-718,4082,2
-225,-678,3535,2
71,-484,3024,2
315,-120,2648,2
437,378,2413,2
427,908,2286,2
380,1500,2356,2
315,2108,2568,2
322,2649,2754,2
151,3018,2745,2
140,3773,3934,2
182,4238,4531,2
316,4426,4332,2
517,4658,4242,2
622,5051,4478,2
447,5314,4805,2
306,5535,5031,2
309,5767,5355,2
87,5769,5349,2
-261,5683,5041,2
-410,5636,4785,2
-416,5498,4607,2
-560,5246,4381,2
-583,4896,4294,2
-538,4492,4213,2
-525,4055,3972,2
-456,3704,3751,2
-430,3417,3489,2
-343,3106,3330,2
-315,2893,3587,2
-529,2718,3953,2
-587,2446,3977,2
-138,2031,3753,2
480,1693,4119,2
591,1659,5176,2
285,1481,5529,2
-45,1114,4732,2
-353,850,3577,2
-592,556,2536,2
-236,-67,2683,2
425,-293,4020,2
811,-430,4928,2
553,-616,4634,2
42,-783,3465,2
-402,-929,2078,2
-513,-1183,1344,2
-175,-1213,2199,2
705,-1232,3689,2
1309,-1403,4305,2
1436,-1644,4114,2
1090,-1720,3753,2
506,-1571,3788,2
42,-1327,4240,2
-142,-1258,4783,2
99,-1372,5255,2
319,-1506,5511,2
325,-1635,5526,2
145,-1609,5472,2
-174,-1493,5296,2
-389,-1344,5153,2
-600,-1229,5063,2
-716,-1160,4959,2
-692,-1138,4889,2
-516,-1150,4785,2
-274,-1189,4725,2
-143,-1124,4607,2
-134,-1042,4326,2
-198,-931,3916,2
-351,-694,3573,2
-361,-390,3371,2
-137,-128,3208,2
444,114,3048,2
829,539,3080,2
787,1282,3368,2
641,1900,3511,2
528,2288,3340,2
834,2652,3349,2
1026,3118,3404,2
962,3452,3210,2
810,3777,3038,2
856,3971,2912,2
934,4256,3057,2
761,4695,3500,2
179,5049,3752,2
-414,5409,3908,2
-615,5607,4099,2
-583,5744,4458,2
-538,5831,4903,2
-698,5854,5179,2
-1139,5710,5037,2
-1508,5561,4782,2
-1316,5326,4731,2
-971,5012,4818,2
-564,4685,5161,2
-245,4374,5371,2
-113,3959,5044,2
-149,3592,4396,2
-113,3358,3947,2
-42,3099,3498,2
33,2726,3241,2
138,2495,3547,2
227,2327,4144,2
128,2148,4352,2
18,1918,3878,2
49,1636,3298,2
176,1114,2990,2
481,764,3722,2
904,541,4592,2
1232,334,4773,2
1212,132,4139,2
894,92,3289,2
459,164,2809,2
236,141,3384,2
419,167,4287,2
402,-192,3897,2
197,-583,2877,2
75,-733,2227,2
318,-871,2470,2
821,-967,3639,2
1068,-1374,4628,2
1077,-1755,5132,2
929,-1973,5268,2
598,-1942,5274,2
214,-1767,5112,2
-145,-1644,4691,2
-372,-1643,4266,2
-374,-1654,4296,2
-306,-1563,4687,2
-493,-1476,4855,2
-800,-1450,4692,2
-804,-1428,4645,2
-608,-1442,4858,2
-376,-1400,5198,2
-328,-1263,5315,2
-475,-1158,5040,2
-597,-1083,4564,2
-390,-1039,4187,2
-10,-943,3997,2
126,-681,3982,2
8,-308,4019,2
-36,-74,3879,2
139,124,3708,2
302,326,3473,2
519,661,3531,2
671,1046,3767,2
770,1402,4005,2
815,1779,4134,2
882,2139,4264,2
1069,2518,4542,2
1231,2249,3570,2
1849,2312,3374,2
2321,2782,3981,2
2335,3253,4196,2
2032,3746,4054,2
1118,4162,3476,2
436,4534,3103,2
424,5117,3507,2
683,5591,4100,2
736,5756,4139,2
672,5940,4139,2
316,6082,4257,2
-379,6112,4428,2
-826,6034,4501,2
-925,5790,4631,2
-897,5543,4716,2
-839,5177,4504,2
-566,4658,4145,2
-247,4307,4141,2
-157,4000,4165,2
-268,3692,3894,2
-322,3423,3435,2
-343,3190,2946,2
-203,2774,2719,2
159,2361,3100,2
399,1972,3781,2
577,1675,4213,2
603,1388,4151,2
371,1119,3758,2
243,738,3493,2
589,304,3743,2
1072,15,4165,2
1242,-189,4135,2
1062,-308,3711,2
608,-140,3591,2
188,-130,3633,2
430,-523,4048,2
517,-888,4786,2
875,-837,5353,2
1479,-1110,4946,2
1038,-1182,4199,2
743,-1513,3555,2
1051,-1953,3466,2
1404,-1993,4017,2
1416,-1701,4908,2
814,-1380,5183,2
-38,-1292,4602,2
-605,-1266,3923,2
-821,-1304,3790,2
-663,-1332,4424,2
-376,-1317,5321,2
-400,-1351,5666,2
-585,-1519,5399,2
-515,-1540,5257,2
-490,-1472,5256,2
-609,-1535,4926,2
-490,-1595,4630,2
-287,-1578,4340,2
-165,-1471,4024,2
-63,-1274,3825,2
-62,-995,3845,2
-227,-586,3945,2
-305,-222,4002,2
-126,7,3939,2
222,179,3862,2
380,546,3684,2
344,960,3316,2
415,1473,3208,2
585,2082,3523,2
816,2846,4265,2
785,2989,3982,2
838,3104,3371,2
1214,3530,3839,2
1368,3904,3954,2
1472,4438,4013,2
1677,4824,3977,2
1848,5130,3959,2
1858,5434,4107,2
1663,5744,4350,2
1250,6032,4682,2
826,6225,4924,2
483,6251,5018,2
98,6142,4778,2
-189,5873,4369,2
-327,5585,4102,2
-346,5238,3994,2
-300,4895,4016,2
-182,4548,3961,2
-18,4124,3672,2
238,3655,3261,2
454,3268,2975,2
342,3084,3204,2
110,3014,3702,2
-38,2771,3865,2
5,2206,3606,2
277,1610,3037,2
458,1129,2542,2
318,939,2773,2
133,1062,3888,2
121,914,4465,2
454,81,4063,2
822,-639,3520,2
1071,-864,3808,2
1142,-568,4698,2
1200,-545,4999,2
892,-772,4447,2
550,-1024,3745,2
318,-1133,3230,2
176,-1059,3240,2
318,-1115,3563,2
611,-1444,3855,2
733,-1877,4001,2
737,-2095,4185,2
608,-2065,4424,2
386,-1925,4734,2
276,-1935,5139,2
312,-1867,5660,2
415,-1914,5773,2
288,-2077,5328,2
116,-2042,5009,2
65,-1796,5001,2
-115,-1654,4938,2
-382,-1470,5010,2
-661,-1138,5172,2
-918,-916,5023,2
-860,-899,4781,2
-371,-1106,4701,2
238,-1234,4667,2
525,-1112,4698,2
322,-550,4668,2
-19,-26,4301,2
-390,288,3782,2
-577,757,3589,2
-450,1244,3654,2
-119,1622,3697,2
218,1875,3662,2
558,1957,3463,2
920,2016,3257,2
1349,2417,4135,2
1312,2551,4127,2
1127,2743,3521,2
1121,3050,3448,2
1062,3498,3626,2
1212,3838,3641,2
1542,4075,3556,2
1315,4362,3330,2
1067,4861,3342,2
1085,5202,3397,2
1349,5567,3644,2
1523,5957,4186,2
1167,6369,4727,2
416,6508,4788,2
93,6537,4693,2
66,6492,4920,2
-129,6406,5107,2
-220,6069,4963,2
16,5462,4732,2
258,4941,4522,2
397,4474,4287,2
484,4046,3953,2
647,3625,3660,2
653,3257,3343,2
659,2756,3439,2
845,2423,3910,2
944,2147,4188,2
615,1899,3875,2
215,1767,3640,2
-213,1587,3537,2
1,929,3446,2
436,364,3442,2
707,106,3516,2
477,370,3992,2
-44,783,4046,2
-571,611,3055,2
-668,40,2029,2
-218,-752,1823,2
802,-1409,2886,2
1671,-1617,4329,2
1495,-1556,4964,2
288,-1523,4182,2
-677,-1730,2979,2
-803,-2023,2620,2
-147,-2324,3407,2
755,-2586,4507,2
1325,-2764,5252,2
1284,-2905,5463,2
895,-2922,5648,2
320,-2723,6157,2
-351,-2064,6910,2
-508,-1927,6728,2
-364,-2127,6149,2
-94,-2173,5891,2
-147,-1967,5760,2
-387,-1805,5388,2
-470,-1681,4940,2
-462,-1485,4681,2
-674,-1013,4576,2
-1008,-555,4593,2
-1222,-151,4662,2
-1087,80,4551,2
-898,237,4153,2
-881,438,3683,2
-611,609,3503,2
-437,896,3317,2
-72,1232,3211,2
587,1598,3217,2
1112,1847,3023,2
1342,2134,2870,2
1601,2511,3120,2
1901,2893,3298,2
2151,3228,3113,2
2306,3439,2723,2
2491,3632,2555,2
2473,3998,2878,2
2139,4577,3757,2
1630,4977,4305,2
1452,5088,4313,2
1264,5133,4134,2
757,5397,4005,2
291,5838,4261,2
-23,6255,4698,2
-355,6410,4775,2
-656,6408,4600,2
-896,6199,4343,2
-802,5717,4198,2
-230,5177,4738,2
361,4695,5470,2
674,4121,5488,2
680,3620,4896,2
599,3247,4165,2
679,2918,3777,2
920,2606,3918,2
1190,2213,4112,2
1178,1967,4040,2
900,1937,3684,2
574,1952,3252,2
331,1879,2924,2
156,1626,3032,2
-1,1443,3616,2
-83,995,3713,2
94,519,3455,2
323,71,3048,2
268,-255,2777,2
-61,-286,3395,2
-184,-424,4038,2
-85,-843,4005,2
200,-1254,3591,2
408,-1624,2986,2
421,-1810,2845,2
320,-1556,3519,2
140,-1491,3989,2
-46,-1774,4029,2
-40,-2087,4095,2
131,-2343,4414,2
361,-2441,4983,2
361,-2372,5658,2
170,-2215,6041,2
-44,-2129,6033,2
-309,-1976,5723,2
-604,-1749,5295,2
-678,-1548,5129,2
-582,-1407,5247,2
-652,-1216,5362,2
-880,-917,5366,2
-1014,-771,5276,2
-1049,-655,5168,2
-825,-751,5122,2
-527,-886,5110,2
-241,-948,5137,2
-270,-734,4851,2
-447,-430,4340,2
-349,-402,3780,2
-39,-431,3395,2
313,-162,3509,2
396,602,3652,2
495,1192,3178,2
1098,1203,2333,2
1941,1221,1686,2
2464,1488,1601,2
2323,2001,1892,2
1854,2804,2516,2
1407,3512,3114,2
1388,3755,3442,2
1669,3923,3735,2
1529,4258,4007,2
858,4703,4173,2
437,5136,4376,2
556,5392,4555,2
849,5520,4435,2
1236,5630,4427,2
1392,5807,4647,2
1250,6069,5013,2
1026,6216,5168,2
732,6217,5069,2
464,6039,4747,2
418,5668,4429,2
598,5149,4412,2
969,4721,4707,2
1236,4240,4754,2
1230,3754,4309,2
1064,3452,3714,2
826,3228,3241,2
785,2940,3430,2
895,2526,3975,2
955,2134,4398,2
836,1840,4322,2
643,1528,3822,2
774,796,3608,2
894,314,4138,2
930,-185,4754,2
1113,-696,5375,2
1270,-805,5511,2
944,-667,4589,2
348,-396,3127,2
-197,-48,1913,2
-210,-315,1734,2
246,-631,2932,2
520,-669,3774,2
129,-793,3269,2
-392,-1182,2343,2
-550,-1466,2485,2
-634,-1132,3475,2
-1010,-622,4012,2
-1451,-350,3900,2
-1492,-467,3684,2
-1093,-960,3739,2
-485,-1468,4077,2
-95,-1627,4656,2
-77,-1629,5152,2
-244,-1579,5467,2
-278,-1481,5859,2
-410,-1385,5920,2
-575,-1427,5682,2
-594,-1431,5422,2
-541,-1378,5337,2
-448,-1323,5386,2
-348,-1290,5420,2
-278,-1237,5424,2
-344,-1088,5268,2
-520,-990,4893,2
-624,-916,4463,2
-541,-851,4213,2
-400,-702,4253,2
-441,-439,4277,2
-491,-131,4129,2
-303,53,3783,2
64,91,3295,2
398,304,2941,2
640,666,2754,2
927,981,2656,2
1244,1326,2640,2
1622,1563,2778,2
1824,1924,2961,2
1952,2430,3267,2
2238,2880,3534,2
2655,3075,3483,2
2877,3184,3273,2
2565,3556,3074,2
1993,4203,3084,2
1673,4890,3413,2
1756,5389,3927,2
1911,5426,4195,2
2084,5314,4141,2
1996,5260,4241,2
1670,5568,4634,2
1252,5994,5041,2
902,6062,4856,2
592,5996,4470,2
310,5911,4345,2
168,5770,4579,2
337,5413,4991,2
671,4912,5244,2
856,4293,4958,2
858,3766,4433,2
902,3363,4283,2
856,3093,4333,2
648,2933,4381,2
504,2674,4269,2
549,2277,4062,2
872,1536,3923,2
1258,993,4147,2
1250,720,4377,2
929,820,4302,2
455,965,3680,2
117,858,2486,2
317,-131,1998,2
942,-602,3126,2
1387,-741,4187,2
1332,-827,4203,2
1128,-891,3397,2
750,-940,2347,2
628,-943,2327,2
710,-885,3117,2
718,-1028,3623,2
534,-1173,3432,2
252,-1212,2944,2
124,-1166,2912,2
263,-1135,3640,2
403,-992,4441,2
238,-887,4691,2
-123,-830,4483,2
-450,-691,4373,2
-492,-743,4711,2
-338,-1107,5709,2
-531,-1121,6497,2
-630,-1610,6072,2
-103,-1947,5857,2
294,-1755,6077,2
101,-1423,5663,2
-248,-1220,4960,2
-525,-1172,4536,2
-573,-1038,4749,2
-543,-852,5287,2
-614,-613,5602,2
-925,-490,5441,2
-1159,-410,5159,2
-1046,-469,5056,2
-731,-606,4906,2
-423,-880,4633,2
-285,-1105,4050,2
-145,-1184,3490,2
81,-1012,3260,2
279,-858,3086,2
579,-650,2866,2
882,-344,2730,2
982,205,2551,2
1148,584,2265,2
1463,909,2229,2
1678,1337,2330,2
1859,1763,2375,2
2137,2136,2457,2
2443,2488,2682,2
2636,2629,2700,2
2660,2814,2834,2
2502,3300,3374,2
2363,3921,3960,2
2418,4257,4700,2
2225,4394,4601,2
2018,4554,4375,2
1950,4900,4768,2
1928,5302,5451,2
1751,5600,5755,2
1393,5683,5576,2
1082,5767,5378,2
881,5770,5432,2
768,5487,5260,2
945,4912,4852,2
1287,4299,4622,2
1486,3798,4501,2
1527,3373,4211,2
1534,3032,3819,2
1523,2653,3550,2
1402,2407,3729,2
1214,2273,4008,2
998,2032,3741,2
812,1834,3489,2
587,1584,3403,2
563,1233,3639,2
577,860,3708,2
438,593,3197,2
417,291,2466,2
736,-373,2448,2
1008,-271,3911,2
885,147,5075,2
510,303,4885,2
175,157,3603,2
-172,-136,2240,2
-22,-505,2723,2
741,-690,4288,2
1194,-1032,5024,2
916,-1351,4415,2
256,-1442,3215,2
-331,-1209,2766,2
-574,-703,3580,2
-428,-669,4484,2
-191,-1411,4673,2
-15,-2165,4731,2
-11,-2273,5342,2
-57,-1931,6068,2
-227,-1764,6164,2
-590,-1672,5644,2
-747,-1485,5189,2
-695,-1402,4801,2
-666,-1437,4502,2
-710,-1379,4272,2
-842,-1170,4233,2
-986,-750,4472,2
-1049,-422,4863,2
-1123,-190,5077,2
-1184,-319,4738,2
-1029,-703,4219,2
-803,-851,4111,2
-612,-586,4360,2
-505,-389,4608,2
-328,-331,4744,2
-109,-399,4742,2
-58,-73,4519,2
-43,-146,3801,2
256,-343,3104,2
609,-112,2785,2
975,245,2983,2
1430,667,3346,2
1837,1072,3608,2
2101,1371,3468,2
2177,1721,3157,2
2562,2149,3025,2
3066,2609,3632,2
3022,3075,3349,2
3040,3487,3270,2
3045,3972,3386,2
2888,4578,3598,2
3053,5105,3999,2
3354,5675,4607,2
3363,6043,4962,2
3207,6599,5008,2
2202,6236,4812,2
1543,6515,4616,2
1124,6748,4666,2
913,6805,5011,2
672,6490,4996,2
556,5982,4691,2
530,5322,4316,2
696,4707,4036,2
931,4066,3796,2
963,3668,3731,2
867,3430,3622,2
765,3118,3424,2
851,2644,3424,2
1000,2045,3482,2
1199,1419,3790,2
1308,1106,4449,2
979,1085,4647,2
490,1177,4156,2
214,1100,3055,2
391,274,2197,2
947,-402,2845,2
1442,-813,4079,2
1320,-661,4641,2
742,-474,3867,2
380,-483,2589,2
107,-509,1703,2
221,-704,2034,2
1021,-1329,3251,2
1664,-2181,4146,2
1745,-2623,4515,2
1117,-2517,4429,2
220,-1786,4474,2
-813,-863,4599,2
-1172,-558,4941,2
-670,-1173,5363,2
-74,-2112,5630,2
270,-2647,5838,2
83,-2497,5890,2
-306,-2252,5697,2
-636,-2021,5292,2
-883,-1778,4846,2
-1128,-1498,4452,2
-1272,-1363,4147,2
-1308,-1223,4108,2
-1244,-973,4474,2
-1140,-628,5062,2
-1191,-294,5382,2
-1243,-217,5299,2
-1157,-435,4995,2
-952,-642,4803,2
-642,-621,4629,2
-349,-515,4568,2
-249,-90,4461,2
-312,139,4042,2
-160,116,3639,2
204,209,3622,2
338,548,3683,2
294,965,3630,2
445,1257,3540,2
1012,1165,3372,2
1808,1189,3158,2
2597,1191,2754,2
3085,1228,2375,2
3460,1460,2367,2
3700,1826,2872,2
3527,2485,2953,2
3338,3253,3121,2
3234,4005,3348,2
3114,4761,3900,2
2842,5442,4576,2
2282,6070,4962,2
1647,6626,5041,2
1381,6927,5079,2
1195,6810,4858,2
1256,6553,4638,2
1558,6136,4929,2
1894,5496,5151,2
2112,4760,5034,2
2303,4108,4909,2
2267,3704,4598,2
1957,3510,4120,2
1615,3350,3489,2
1380,3040,3063,2
1287,2738,3245,2
1183,2599,3681,2
1074,2394,3780,2
892,2113,3436,2
798,1510,3077,2
785,1109,3465,2
791,943,4159,2
733,881,4355,2
616,821,3835,2
464,746,3018,2
405,506,2476,2
357,439,2528,2
325,204,2774,2
194,-42,2826,2
-91,-370,3476,2
209,-577,4654,2
1076,-610,5913,2
865,-1275,5406,2
653,-2043,4474,2
752,-2701,4180,2
1106,-3266,4370,2
1171,-3572,4501,2
956,-3514,4791,2
584,-2757,5181,2
-6,-2064,5153,2
-611,-1751,4639,2
-838,-1607,4266,2
-804,-1653,4067,2
-673,-1706,4173,2
-735,-1472,4340,2
-1074,-950,4525,2
-1398,-335,4882,2
-1502,-48,5177,2
-1517,73,5128,2
-1323,-60,4994,2
-1066,-373,4865,2
-872,-575,4642,2
-800,-408,4571,2
-686,-189,4543,2
-639,-121,4281,2
-447,-87,4131,2
-50,-48,3900,2
418,-230,3732,2
902,-350,3557,2
1137,-271,3301,2
1040,120,3167,2
1362,1102,4021,2
945,1102,3527,2
1159,1590,3299,2
1745,2082,4071,2
2265,1840,4209,2
2845,1597,4031,2
3029,1573,3402,2
2905,2286,3404,2
2707,3178,3697,2
2609,3647,3778,2
2744,3878,3912,2
2850,4172,4207,2
2832,4359,4424,2
2617,4393,4370,2
2382,4401,4272,2
2435,4193,4420,2
2687,3921,4645,2
2666,3808,4587,2
2396,3969,4328,2
2154,4186,4084,2
1868,4353,3725,2
1573,4440,3552,2
1374,4456,3711,2
1236,4274,3947,2
1233,3976,4242,2
1353,3593,4474,2
1457,3245,4483,2
1442,2991,4240,2
1396,2792,3918,2
1381,2652,3732,2
1337,2454,3674,2
1276,2139,3822,2
1194,1860,3819,2
994,1562,3326,2
749,1295,2740,2
621,970,2577,2
715,496,2884,2
926,-244,3418,2
927,-654,3900,2
648,-721,4247,2
-25,-394,4050,2
-591,-282,3489,2
-478,-1177,3407,2
187,-2111,3970,2
583,-2666,4417,2
501,-2494,4699,2
281,-1863,4908,2
-72,-1271,4677,2
-486,-1021,4046,2
-671,-1028,3572,2
-630,-1066,3560,2
-453,-1041,3984,2
-571,-748,4407,2
-928,-319,4582,2
-1197,-231,4539,2
-1232,-401,4556,2
-1046,-641,4865,2
-825,-739,5238,2
-770,-651,5368,2
-933,-432,5267,2
-1172,-175,5074,2
-1178,-30,5068,2
-1105,17,5207,2
-1023,-48,5306,2
-874,-347,5371,2
-710,-498,5311,2
