x,y,z
480,17,6113
570,319,5518
587,256,4782
970,599,3705
1050,670,2203
1062,640,1499
991,757,1434
867,979,1586
736,1229,1457
610,1430,915
484,1456,130
360,1302,-723
277,1000,-1519
266,588,-2205
312,136,-2510
416,-303,-2515
589,-668,-2543
737,-839,-2551
728,-773,-2313
597,-478,-1990
355,-28,-1641
223,807,-1248
-366,-386,2315
510,580,2960
402,522,2233
468,47,1854
-317,250,4377
-1025,-1423,5718
-1468,-1122,6918
-1603,-637,7746
-1480,-754,8138
-1140,-1344,8196
-867,-1885,8152
-763,-2331,8080
-559,-2342,8085
-293,-1913,8173
-145,-1504,8189
-38,-1036,7887
0,-535,7288
79,-21,6499
127,426,5407
145,414,4567
158,-191,4644
732,109,4935
907,704,3569
710,838,2832
578,923,2422
509,977,1870
386,1021,1304
188,1036,1004
7,1066,675
-150,1008,52
-259,844,-726
-313,560,-1452
-286,180,-1928
-186,-215,-1966
-68,-474,-1871
43,-594,-1827
111,-615,-1748
123,-519,-1585
67,-334,-1355
-30,-23,-1105
-150,237,-802
-223,469,812
135,-292,1825
223,-29,1892
69,-287,2653
-210,-604,4396
-625,-833,6088
-932,-889,7228
-884,-1004,7896
-768,-1283,8191
-534,-1420,8330
-288,-1496,8366
-192,-1762,8315
-28,-1975,8257
154,-1761,8291
304,-1372,8371
402,-751,8275
420,-70,7782
404,501,6982
464,851,6259
542,905,5643
656,1140,4768
577,1290,3853
420,1372,3201
303,1529,2567
165,1631,1967
8,1609,1607
-158,1507,1270
-289,1447,765
-428,1373,99
-564,1173,-643
-643,830,-1443
-669,357,-2186
-654,-103,-2704
-560,-520,-2924
-414,-837,-2890
-280,-972,-2515
-267,-839,-2047
-388,-413,-1831
-533,141,-1753
-605,541,-1262
-703,643,5
-561,221,1945
-445,-64,3292
-328,-284,4095
-228,-555,5182
-170,-753,6380
-235,-924,7156
-264,-1091,7647
-205,-911,8014
-160,-349,8300
-246,-69,8467
-224,-342,8483
112,-557,8439
468,-471,8423
762,-224,8450
957,315,8175
1086,784,7421
1208,839,6823
1312,1047,5989
1241,1313,4969
1112,1438,4143
968,1496,3217
743,1421,2002
408,1155,688
25,824,-330
-313,577,-1028
-579,422,-1461
-825,366,-1678
-1021,325,-1864
-1106,217,-2049
-1073,66,-2204
-966,-17,-2165
-910,77,-2023
-887,332,-1874
-854,569,-1651
-663,651,-1507
-288,547,-1358
106,259,-835
359,25,166
382,20,1247
337,253,2429
477,86,4101
687,16,5513
796,-120,6504
742,-354,7139
723,-559,7539
651,-508,7811
370,-481,8015
80,-437,8166
-131,-267,8273
-188,-438,8297
45,-646,8266
302,-475,8255
531,-378,8239
737,-144,8112
782,72,7900
726,531,7578
624,971,7234
583,1210,6731
639,1457,6021
660,1675,4999
597,1627,3852
459,1466,2655
250,1239,1422
67,1115,373
-115,1083,-511
-242,1016,-1223
-314,825,-1771
-345,616,-2152
-419,492,-2427
-469,457,-2660
-371,342,-2803
-229,143,-2871
-116,-56,-3063
3,-210,-3265
127,-190,-3021
168,57,-2369
219,391,-1575
408,497,-653
669,269,414
849,-83,1408
1015,-591,2947
1070,-661,4403
873,-362,5626
730,-471,6663
443,-631,7342
-7,-676,7834
-484,-422,8244
-844,-229,8528
-838,-430,8608
-646,-763,8552
-281,-1391,8376
192,-1730,8225
540,-1619,8179
697,-1381,8197
780,-993,8051
816,-527,7475
902,-84,6680
942,292,5756
920,473,5029
916,734,4549
828,1102,3810
674,1356,2681
435,1434,1528
132,1421,513
-133,1374,-181
-352,1302,-607
-490,1198,-938
-580,1116,-1283
-670,1042,-1595
-728,955,-1766
-718,847,-1699
-703,715,-1772
-615,534,-1994
-422,282,-2107
-182,85,-1964
12,-17,-1554
101,111,-1024
26,467,-403
-163,812,223
-276,886,850
-124,674,2203
131,-81,4010
200,-436,5395
136,-881,6212
73,-1218,6987
-45,-1358,7517
-83,-1563,7829
1,-1819,7989
23,-2110,8050
142,-2564,8007
399,-2696,7978
642,-2912,7915
898,-3020,7875
1037,-3206,7826
1249,-2704,7919
1314,-1642,7867
1267,-847,7242
1149,-226,6309
1012,349,5261
746,791,4288
511,1075,3723
282,1369,3195
32,1646,2459
-251,1780,1710
-517,1805,1030
-711,1706,533
-810,1565,204
-814,1403,46
-815,1324,-245
-806,1315,-657
-743,1298,-975
-756,1339,-1012
-889,1382,-1011
-1031,1411,-1286
-1114,1442,-1705
-1173,1448,-2035
-1166,1504,-2328
-1043,1543,-2354
-847,1457,-2040
-582,1298,-1507
-215,879,40
226,494,1598
534,83,3439
640,-796,5167
556,-1771,6239
424,-2235,6942
346,-2360,7403
382,-2461,7674
411,-2704,7782
642,-3171,7741
797,-3335,7741
812,-3402,7759
800,-3141,7843
694,-2621,7974
812,-2181,8046
786,-1317,8179
836,-660,8052
839,3,7395
736,651,6457
521,1291,5164
298,1559,4087
117,1664,3548
-69,1885,3032
-328,2052,2236
-614,2128,1336
-937,2147,464
-1315,2226,-421
-1696,2281,-1409
-1966,2270,-2278
-2076,2089,-2683
-1982,1752,-2707
-1814,1484,-2831
-1599,1288,-3027
-1363,1193,-3112
-1194,1366,-2800
-1087,1666,-1818
-924,1523,-258
-623,1250,1018
-332,183,3341
-43,-225,4460
216,-444,5105
330,-685,5239
287,-878,5017
198,-991,4790
136,-815,4880
95,-706,5641
159,-914,6625
342,-1349,7216
687,-1905,7485
1074,-2461,7578
1408,-3046,7571
1649,-3380,7575
1716,-3612,7581
1819,-3556,7629
1938,-3151,7732
2008,-2432,7885
1949,-1696,7902
1800,-880,7564
1559,-154,6840
1241,503,5648
811,1004,4363
358,1530,3316
-82,1969,2396
-536,2188,1430
-931,2221,425
-1297,2270,-357
-1586,2288,-890
-1732,2216,-1362
-1678,1966,-1826
-1423,1546,-2241
-1096,1090,-2554
-815,716,-2802
-603,451,-2795
-470,401,-2504
-370,477,-1851
-324,499,-774
-380,566,511
-555,758,2604
-218,420,4196
251,55,5470
741,-562,6464
1036,-1321,7029
1173,-1863,7312
1197,-2065,7583
1136,-2198,7755
1114,-2246,7870
1092,-2193,7956
937,-2109,8026
889,-2046,8060
991,-1948,8075
1190,-1606,8113
1299,-1282,8095
1253,-879,7680
1007,-342,6861
562,144,6172
95,777,5811
-317,1424,5314
-604,1801,4532
-796,1866,3752
-958,1905,2863
-1091,1918,2010
-1171,1881,1263
-1127,1719,652
-989,1476,35
-784,1183,-561
-589,910,-973
-408,691,-1211
-233,512,-1232
-82,391,-1270
76,313,-1376
170,273,-1409
145,361,-1246
58,479,-898
70,377,-401
165,190,59
300,29,294
369,-46,511
148,50,899
-356,349,2122
-527,166,3084
-589,181,3611
-458,156,4034
-377,-414,5091
-488,-1152,6326
-712,-1294,7172
-706,-1204,7711
-472,-1278,7994
-113,-1570,8101
275,-1796,8134
520,-1757,8184
756,-1965,8158
1168,-1915,8140
1530,-1682,8142
1757,-1339,7912
1846,-752,7234
1800,-270,6372
1639,37,5573
1332,270,4866
921,541,4332
541,930,3872
236,1198,3412
-35,1319,2876
-339,1409,2161
-668,1489,1334
-932,1516,607
-1075,1389,39
-1062,1168,-369
-952,960,-704
-855,785,-955
-862,661,-1052
-935,554,-1299
-1012,424,-1824
-1047,275,-2495
-1037,93,-2758
-957,1,-2490
-872,93,-1775
-794,147,-735
-629,-46,225
-258,-481,1623
294,-1009,3427
680,-1375,5031
960,-1732,6081
1036,-1923,6579
942,-1814,6705
683,-1581,6598
489,-1330,6798
307,-871,7333
-24,-137,7752
-488,692,8108
-851,1270,8391
-1116,1601,8592
-1339,1566,8694
-1307,1280,8686
-875,1214,8595
-273,917,8461
369,526,8342
919,301,8196
1221,275,7500
1211,535,6191
991,663,4941
724,1110,4253
430,1668,3547
189,2002,2531
-36,2034,1171
-231,1807,-187
-381,1450,-1212
-463,1045,-1772
-447,593,-2223
-361,180,-2846
-258,-174,-3447
-192,-374,-3974
-189,-459,-4505
-200,-366,-4851
-142,-166,-4735
-39,18,-4292
113,184,-3467
272,175,-2366
469,53,-1069
443,-83,674
732,-735,3432
905,-354,5186
695,-502,6299
337,-633,7031
-174,-187,7574
-817,480,7994
-1308,1015,8312
-1450,1257,8496
-1377,742,8510
-929,51,8423
-317,-173,8336
133,-225,8271
334,-95,8259
412,179,8227
547,638,7882
633,971,7383
676,1239,6947
680,1576,6342
619,1857,5259
596,1925,4164
563,1741,3476
514,1427,2793
444,1074,1923
313,736,1105
178,413,426
76,202,-124
-14,187,-399
-169,245,-686
-351,252,-1192
-468,69,-1669
-441,-234,-1994
-308,-421,-2189
-206,-351,-2273
-212,-66,-2339
-265,215,-2370
-268,359,-2277
-174,261,-2240
41,3,-2383
229,-25,-2303
469,61,-1538
789,111,-147
1010,17,1415
984,136,3184
1538,-50,4973
1631,311,6011
1119,195,6934
236,362,7665
-786,952,8253
-1688,1660,8693
-1886,1723,8868
-1499,728,8725
-849,-652,8440
-265,-1234,8272
-66,-1048,8271
-103,-630,8320
1,-127,8185
130,123,7560
219,363,7081
193,761,6451
150,1164,5470
133,1265,4018
61,1111,2703
-71,965,1765
-236,883,1003
-388,771,240
-458,540,-546
-439,181,-1386
-361,-200,-2211
-276,-469,-2770
-201,-502,-3042
-161,-372,-3103
-125,-83,-3086
-80,260,-3164
-7,452,-3354
89,409,-3492
153,321,-3345
186,235,-2959
191,308,-2388
180,403,-1612
241,318,-634
366,-42,668
487,-583,2202
166,-971,3745
629,-1186,5377
477,-843,6482
55,-935,7202
-338,-1129,7678
-673,-846,8076
-1008,-467,8415
-1218,-333,8646
-1205,-313,8740
-1202,-636,8677
-1040,-1071,8549
-706,-1024,8485
-374,-822,8445
-76,-677,8402
171,-520,8363
347,-162,8303
435,228,7996
530,716,7565
626,1202,6576
639,1466,5027
569,1411,3348
425,1274,2012
245,1168,985
11,1147,29
-233,1132,-966
-474,1018,-2040
-618,753,-2999
-633,355,-3619
-575,46,-3888
-530,-33,-3930
-465,6,-4064
-339,26,-4372
-121,3,-4597
186,-31,-4358
464,52,-3413
680,66,-2190
790,6,-1100
772,-38,-242
717,-174,810
664,-571,2219
369,-994,3980
600,-1525,5471
447,-989,6545
-2,-564,7320
-597,-269,7937
-1231,280,8474
-1631,669,8781
-1518,578,8816
-1129,-54,8649
-675,-978,8411
-190,-1286,8282
198,-1166,8241
444,-909,8239
569,-538,7988
636,-226,7404
693,148,6709
713,570,5762
648,834,4512
510,942,3205
289,974,2198
14,972,1284
-277,901,342
-533,764,-577
-680,565,-1254
-712,340,-1706
-662,175,-2021
-542,30,-2182
-380,-116,-2296
-226,-145,-2425
-74,-27,-2406
22,230,-2407
160,506,-2354
399,617,-2144
698,573,-1572
908,517,-890
879,716,-410
662,1085,100
462,594,2164
685,202,4382
694,26,5467
618,-581,5926
425,-1152,6637
-194,-1373,7257
-882,-1273,7729
-1280,-1162,8058
-1446,-1195,8257
-1403,-1446,8324
-1219,-1666,8313
-1093,-1937,8243
-822,-1998,8198
-533,-1646,8228
-192,-1389,8243
195,-1076,8257
552,-672,8053
745,-196,7380
795,406,6013
781,705,4710
789,1010,3734
830,1292,2918
733,1490,2020
527,1616,895
335,1622,-250
234,1495,-1170
268,1161,-1911
409,697,-2378
597,216,-2655
791,-195,-2834
944,-480,-3091
1049,-681,-3417
1166,-819,-3527
1244,-855,-3115
1122,-563,-2526
840,-41,-2028
518,482,-1665
304,862,159
386,297,1708
284,552,2715
12,163,4251
-392,-356,5839
-1056,-600,6875
-1739,-676,7551
-2127,-825,7970
-2085,-978,8182
-1855,-1442,8193
-1623,-1710,8190
-1561,-1822,8213
-1328,-1699,8262
-848,-1251,8261
-309,-916,7934
93,-882,7652
390,-704,7339
523,-311,6931
554,13,6633
539,452,6047
498,939,4989
455,1237,4214
471,1455,3614
478,1559,2853
442,1531,1786
362,1318,910
270,1046,283
215,783,-127
197,524,-439
165,266,-689
174,15,-1134
250,-316,-1807
484,-803,-2444
811,-1357,-2856
1081,-1784,-2963
1211,-1928,-2881
1157,-1627,-2666
862,-1042,-2140
499,-412,-1411
175,17,-549
-116,-124,1807
-297,-394,3574
-623,-421,4969
-1142,-381,6301
-1748,-434,7336
-2193,-459,8044
-2177,-578,8436
-1893,-979,8541
-1438,-1317,8525
-1043,-1643,8466
-811,-1972,8408
-568,-1940,8432
-252,-1537,8507
84,-1291,8398
530,-1028,7951
903,-695,7334
1096,-434,6441
1223,-138,5477
1219,105,4585
1128,172,4352
1011,422,4293
854,796,3895
702,1048,2939
635,958,1730
520,785,808
282,758,244
-5,904,3
-253,1057,17
-410,1252,-237
-440,1428,-1000
-235,1223,-1757
252,658,-2081
719,113,-1984
999,-131,-1951
1047,35,-2174
995,358,-2278
953,513,-1752
895,535,-967
769,578,-376
644,575,134
386,165,1869
425,-479,3791
-28,344,4313
-491,47,5228
-951,-413,6301
-1346,-667,7153
-1634,-723,7687
-1784,-871,7999
-1645,-1091,8161
-1210,-1234,8218
-917,-1607,8175
-487,-1842,8127
-47,-1331,8196
285,-682,8269
584,-87,8158
661,381,7776
564,1089,7079
375,1733,6063
285,2002,5494
306,2198,5336
403,2403,4860
538,2177,3710
621,1737,2775
535,1452,2174
268,1493,1553
-7,1594,594
-149,1426,-568
-139,860,-1464
-20,243,-1946
-59,-111,-2053
-266,-74,-2193
-503,135,-2477
-628,392,-2774
-688,586,-2832
-635,649,-2610
-482,740,-2166
-356,922,-1495
-205,1000,-636
-8,798,248
246,423,1305
415,36,2555
434,-218,3785
357,-396,5413
289,-419,6447
317,-692,7085
327,-954,7478
264,-1137,7727
127,-1166,7902
-1,-972,8043
-133,-613,8170
-328,-352,8277
-441,-119,8362
-365,201,8416
-18,398,8398
402,379,8168
721,324,7739
913,307,7152
1006,453,6827
1049,879,6609
1032,1273,6103
988,1456,5232
859,1378,4022
671,1247,2877
443,1135,2053
315,1096,1488
218,1077,986
60,1053,378
-151,954,-383
-344,835,-1051
-405,644,-1498
-300,347,-1713
-172,98,-1849
-151,23,-2127
-230,215,-2337
-389,511,-2402
-498,777,-2291
-345,705,-1884
74,260,-1238
455,-117,-415
609,-158,646
580,-142,1758
569,-368,3321
765,-621,5012
729,-319,6231
501,-145,7046
281,-10,7593
115,167,7961
-49,216,8196
-149,-28,8292
-50,-526,8259
-15,-1086,8190
51,-1535,8124
216,-1509,8118
328,-1128,8157
392,-632,8202
462,-164,7703
513,243,6886
515,536,6172
545,873,5305
471,1179,4258
284,1290,3251
61,1367,2370
-128,1298,1540
-235,1098,760
-308,837,105
-361,622,-503
-463,522,-1002
-597,467,-1424
-698,432,-1748
-718,370,-1948
-653,273,-2056
-556,214,-2058
-503,318,-2046
-479,548,-2046
-445,791,-1829
-354,918,-1083
-204,828,-103
-26,632,880
26,180,1723
128,-231,2791
369,-677,3763
441,-729,5093
321,-810,6236
167,-575,6986
-40,-214,7490
-182,-12,7820
-192,93,8034
-100,40,8150
-58,-315,8177
-58,-959,8131
123,-1182,8114
255,-1065,8132
475,-935,8144
742,-724,7870
908,-544,7336
992,-183,6619
863,230,5948
648,676,5426
440,1079,4650
220,1292,3490
-14,1234,2250
-242,1146,1371
-423,1120,829
-504,1031,412
-508,795,-16
-492,513,-721
-551,287,-1440
-640,140,-1972
-649,74,-2247
-622,99,-2209
-607,164,-2120
-599,231,-2187
-614,345,-2036
-580,543,-1553
-427,633,-601
-207,475,503
18,24,1937
229,-291,3380
234,-343,4373
146,-489,5489
152,-629,6470
145,-610,7123
148,-645,7536
249,-669,7796
319,-620,7978
394,-547,8103
402,-371,8193
318,-669,8200
310,-1009,8164
404,-980,8156
449,-683,8177
433,-278,8199
393,215,7946
355,552,7380
295,892,6503
186,1100,5580
61,1411,4803
-89,1620,3787
-335,1659,2605
-630,1595,1530
-800,1515,759
-865,1341,308
-819,1058,-144
-706,663,-750
-618,245,-1386
-573,-74,-1877
-542,-187,-2196
-550,-112,-2320
-556,83,-2278
-496,162,-2232
-388,246,-2094
-274,368,-1786
-114,455,-1278
33,468,-493
114,331,347
173,62,1175
176,-100,2332
381,-521,4105
556,-500,5600
701,-716,6556
802,-1025,7144
864,-1240,7510
778,-1245,7762
470,-929,7976
108,-616,8127
-178,-516,8203
-342,-868,8191
-247,-1198,8154
-102,-1159,8156
-73,-926,8107
-94,-429,7809
-107,38,7219
-61,448,6295
-9,666,5318
54,748,4430
110,797,3440
68,817,2371
-36,882,1427
-146,883,673
-132,751,-50
-80,477,-761
-45,244,-1337
6,78,-1789
42,25,-2099
42,69,-2317
53,147,-2491
57,364,-2411
18,669,-1937
-24,921,-1385
-108,1083,-932
-288,1103,-445
-433,921,551
-387,526,1445
-388,341,2215
-390,78,3239
-314,-174,4915
-224,-596,6146
-63,-1049,6896
223,-1450,7341
499,-1405,7650
613,-1766,7787
680,-1930,7874
495,-1715,7987
118,-1582,8069
-179,-1580,8100
-212,-1450,8123
-222,-1146,8166
-230,-712,8223
-127,25,8114
2,701,7797
94,1134,7158
227,1483,6270
295,1662,5191
281,1667,4270
261,1735,3410
142,1767,2357
-36,1710,1208
-220,1492,175
-370,1146,-702
-498,809,-1438
-620,509,-2080
-709,288,-2635
-754,119,-2990
-718,-67,-3071
-608,-171,-3061
-510,-105,-2942
-462,163,-2622
-434,474,-2175
-369,705,-1663
-272,780,-1014
-190,731,-303
-200,774,273
-219,729,1952
-123,672,3013
-87,663,3892
8,562,5346
93,225,6459
249,-85,7145
383,-378,7556
706,-511,7796
754,-1056,7889
775,-1995,7866
749,-2722,7838
672,-3006,7853
378,-3000,7892
63,-2564,7971
-128,-1726,8082
-360,-1048,8164
-338,-379,8235
-178,339,8217
-3,836,7757
40,1222,7231
18,1540,6653
60,1822,5774
154,2055,4482
109,2204,3117
-26,2195,1927
-215,1980,802
-435,1771,-224
-616,1418,-1140
-759,988,-1968
-850,487,-2702
-889,117,-3196
-873,-140,-3410
-832,-268,-3263
-766,-290,-3104
-696,-221,-3047
-559,-43,-2877
-319,70,-2405
-3,145,-1653
266,149,-987
470,61,-539
557,-153,-111
511,-449,810
543,-360,2597
348,311,4393
-4,840,5859
-167,1192,6846
60,1086,7481
519,614,7830
795,-287,7951
864,-872,7988
670,-1030,8033
305,-1309,8050
-37,-1689,8043
-214,-1990,8042
-131,-1845,8086
-45,-1318,8138
10,-400,8183
-73,520,7990
-206,1242,7226
-304,1713,6209
-319,2000,5344
-209,2194,4426
-122,2256,3181
-197,2083,1835
-352,1816,603
-504,1464,-493
-586,1049,-1415
-590,632,-1991
-523,255,-2416
-436,-29,-2875
-350,-183,-3254
-262,-182,-3379
-150,-46,-3330
18,161,-3217
147,407,-2921
256,615,-2371
404,636,-1738
538,514,-1162
572,468,-466
478,563,510
359,561,2100
358,438,3894
333,415,5421
378,142,6497
352,-225,7172
305,-456,7607
190,-653,7887
86,-847,8064
-20,-1065,8154
-63,-1790,8104
65,-2280,8034
9,-2643,7983
-153,-2498,8021
-309,-2156,8087
-288,-1290,8230
-250,-366,8334
-86,257,7909
218,685,6837
450,773,5664
600,686,4830
797,718,4090
848,1046,3296
683,1429,2325
452,1593,1210
258,1492,135
117,1255,-572
22,968,-1009
-62,613,-1480
-176,274,-1981
-262,-87,-2507
-251,-450,-2790
-195,-681,-2795
-133,-890,-2667
-13,-1063,-2457
111,-1065,-2176
135,-722,-1751
7,-168,-1271
-154,424,-514
-259,902,825
-316,1111,2396
-323,679,4660
-163,232,6048
-4,-186,6914
214,-988,7366
437,-1843,7554
583,-2693,7592
724,-3008,7659
654,-2726,7809
425,-2253,7970
250,-1696,8119
135,-1162,8238
76,-731,8310
110,-407,8328
120,-225,8180
190,46,8044
213,427,7668
213,701,7110
309,999,6380
339,1346,5312
245,1542,4050
65,1620,2762
-117,1588,1558
-288,1528,507
-462,1542,-300
-631,1491,-1082
-763,1295,-1868
-828,1022,-2418
-825,755,-2478
-728,452,-2292
-599,201,-2156
-535,145,-2226
-467,162,-2271
-338,155,-2197
-174,160,-2001
13,94,-1549
191,-29,-914
374,-117,-194
567,-200,367
685,-459,918
673,-881,1661
686,-1115,3067
896,-1557,4796
991,-1595,6014
1103,-1689,6781
1149,-1564,7311
922,-977,7790
343,-187,8258
-329,518,8658
-835,855,8906
-1046,728,8946
-961,-31,8763
-572,-521,8567
-297,-584,8480
-171,-333,8482
-54,72,8267
90,531,7515
107,836,6506
145,943,5469
255,914,4337
292,834,3400
239,846,2573
157,903,1639
127,843,848
120,594,198
104,310,-495
68,13,-1289
54,-219,-1924
96,-456,-2192
191,-568,-2317
282,-528,-2356
355,-426,-2427
427,-388,-2491
557,-269,-2343
687,-12,-1982
796,277,-1441
924,468,-836
1099,451,-256
1231,257,120
1263,-6,174
1236,-303,483
1186,-873,1612
1099,-939,3391
935,-1064,5179
798,-875,6408
589,-804,7255
250,-712,7906
-310,-550,8488
-887,-281,9000
-1220,-308,9226
-1286,-813,9121
-1152,-1389,8865
-826,-1730,8654
-533,-1499,8606
-318,-1126,8623
-128,-554,8421
-24,1,7832
23,533,7042
72,953,6161
261,1215,5396
446,1440,4548
509,1659,3583
468,1743,2501
432,1662,1529
470,1417,808
478,1025,165
416,651,-623
315,298,-1505
259,-118,-2236
350,-468,-2650
486,-599,-2845
551,-480,-2961
509,-252,-3170
517,3,-3189
672,228,-2820
883,454,-2193
1111,653,-1435
1313,818,-539
1439,755,320
1465,531,1236
1378,171,2058
1185,-248,2668
961,-667,3407
803,-1225,4385
630,-1285,5148
356,-1307,6120
-57,-1203,7000
-490,-1078,7618
-802,-739,8095
-1188,-544,8456
-1381,-738,8635
-1352,-967,8683
-1269,-1224,8660
-1265,-1636,8582
-1207,-1799,8532
-1038,-1556,8545
-915,-1310,8563
-558,-803,8608
-267,-176,8283
-57,263,7238
151,569,6174
384,841,5313
550,1129,4696
582,1465,4157
517,1816,3323
465,2000,2176
446,1891,1125
519,1582,161
593,1106,-971
619,757,-1715
591,499,-2126
553,306,-2659
449,182,-3098
414,-7,-3299
458,-268,-3260
510,-412,-3102
580,-403,-2700
694,-349,-2005
818,-346,-1350
916,-428,-838
976,-647,-240
948,-938,473
826,-1186,1245
579,-1225,2405
492,-1092,3978
263,-758,4764
90,-796,5557
57,-755,6645
-139,-476,7444
-546,-144,8050
-895,231,8498
-1120,517,8784
-1156,552,8930
-1105,230,8950
-1029,-311,8879
-792,-606,8800
-518,-468,8777
-267,-305,8757
10,-41,8651
281,257,8028
535,410,7327
707,559,6650
868,775,6152
1000,960,5490
1064,1035,4306
982,958,2887
843,749,1654
603,599,678
311,534,-161
54,428,-925
-76,223,-1632
-55,-84,-2218
6,-332,-2618
-12,-356,-2919
-32,-285,-3101
17,-242,-3209
46,-162,-3163
50,58,-2981
65,294,-2615
73,480,-2068
55,557,-1425
80,550,-677
158,374,284
147,150,1716
350,-413,3103
416,-608,4281
437,-813,5681
324,-1252,6645
306,-1521,7252
163,-1382,7720
-164,-1046,8112
-366,-472,8445
-581,-68,8641
-964,-164,8746
-1092,-499,8733
-1097,-862,8630
-891,-1021,8538
-726,-697,8461
-658,-402,8486
-439,-61,8097
-157,283,7404
63,396,6618
271,514,5753
374,644,4761
495,769,4039
587,875,3423
592,974,2507
525,1025,1500
437,901,575
387,643,-126
418,364,-692
384,165,-1128
265,4,-1659
166,-185,-2130
148,-379,-2425
166,-498,-2489
171,-556,-2467
157,-446,-2312
113,-223,-1940
63,10,-1361
-1,136,-678
-15,167,-46
-42,297,818
-52,43,2450
20,-246,3202
54,-451,4013
-63,-520,5353
-235,-646,6506
-250,-782,7228
-150,-909,7668
-10,-813,7965
-72,-633,8192
-323,-556,8357
-478,-531,8460
-599,-326,8554
-721,-444,8583
-597,-333,8609
-320,-5,8621
-94,197,8582
113,348,8332
337,446,8111
537,720,7802
624,1056,6766
673,1234,5485
720,1258,4300
666,1333,3270
488,1387,2307
292,1277,1234
111,1036,248
-90,755,-618
-312,481,-1434
-454,245,-2034
-508,-21,-2325
-497,-250,-2449
-527,-408,-2615
-582,-475,-2848
-560,-519,-2980
-473,-453,-2869
-432,-182,-2402
-412,197,-1747
-409,472,-1106
-363,543,-509
-288,431,142
-207,166,896
-29,-16,2061
210,-416,4192
328,-394,5740
462,-809,6683
736,-1579,7175
1068,-2226,7425
1138,-2509,7624
1021,-2556,7799
822,-2203,8006
386,-1473,8278
-183,-778,8542
-492,-253,8741
-542,30,8826
-397,180,8824
-172,306,8736
-37,644,8443
-49,1166,8115
8,1685,7576
65,2004,6509
106,1909,5325
233,1677,4129
280,1428,2781
179,1206,1620
-10,1078,706
-257,1027,-36
-473,890,-771
-577,561,-1386
-583,106,-1842
-563,-345,-2268
-543,-629,-2638
-550,-753,-2832
-515,-810,-2867
-417,-764,-2766
-274,-652,-2607
-101,-535,-2249
48,-535,-1962
136,-615,-1727
252,-798,-1509
408,-1154,-940
479,-1351,539
578,-1083,2343
384,-469,4158
24,-72,5798
-62,149,6978
101,406,7768
12,459,8256
-351,868,8652
-892,1255,8862
-1180,1191,8901
-1049,749,8829
-759,-302,8616
-481,-1250,8382
-291,-1448,8293
-236,-1202,8306
-85,-857,8325
113,-233,8073
285,267,7391
428,504,6255
517,688,4903
390,900,3809
272,1154,3209
190,1494,2749
94,1722,2078
7,1731,1142
-97,1568,220
-182,1317,-544
-199,990,-949
-169,622,-1239
-165,252,-1653
-208,-96,-2105
-213,-290,-2419
-180,-404,-2570
-143,-448,-2528
-107,-391,-2324
-76,-280,-2128
-33,-192,-1854
10,-149,-1479
25,-155,-797
-6,-9,-164
67,-121,1900
237,-10,3149
453,-123,3886
643,-515,4372
751,-936,5479
518,-926,6548
93,-395,7345
-348,94,7918
-559,246,8301
-571,247,8530
-633,90,8645
-861,-165,8659
-1012,-346,8590
-929,-355,8505
-682,-353,8441
-309,-243,8414
-20,70,8027
157,469,7228
237,807,6430
269,1243,5531
226,1516,4735
261,1614,3959
328,1644,2840
362,1541,1522
317,1146,304
163,742,-503
-33,468,-1092
-191,196,-1574
-290,-130,-2005
-303,-462,-2360
-253,-659,-2630
-207,-658,-2767
-154,-614,-2877
-54,-580,-2902
83,-465,-2710
195,-284,-2264
270,77,-1451
256,484,-261
147,678,650
94,667,1232
172,506,2357
110,414,2831
88,98,3608
-10,-169,4816
-200,-276,6142
-347,-252,7081
-373,-443,7654
-239,-621,8009
-60,-707,8216
25,-1069,8280
-42,-1410,8285
-204,-1442,8314
-463,-1583,8305
-570,-1559,8305
-578,-1355,8334
-458,-1202,8355
-265,-555,8016
-169,3,7105
-100,324,5810
-68,401,4576
-70,446,3548
-136,582,2662
-211,831,2229
-247,1217,1987
-250,1511,1406
-236,1525,564
-200,1275,-214
-176,939,-861
-186,644,-1343
-157,481,-1512
-116,352,-1520
-95,212,-1514
-31,33,-1594
85,-169,-1639
165,-238,-1417
229,-178,-1007
229,48,-390
153,276,261
62,241,1108
89,-3,1391
28,-252,1617
-9,-780,1822
-20,-1082,2332
-69,-1219,3727
-130,-1102,5442
-199,-776,6614
-103,-403,7426
-27,-454,7905
44,-621,8161
-60,-821,8262
-233,-988,8301
-464,-1246,8283
-688,-1413,8260
-742,-1268,8291
-699,-820,8390
-673,-332,8502
-592,170,8373
-412,755,7428
-296,1031,6308
-204,1115,5320
-134,1227,4553
-66,1333,3733
47,1347,3095
184,1322,2345
268,1203,1484
268,966,689
262,749,-9
215,520,-695
137,308,-1238
80,54,-1592
78,-184,-1877
59,-349,-2114
16,-477,-2325
15,-611,-2461
84,-673,-2421
197,-681,-2099
274,-651,-1617
319,-557,-1064
268,-454,-442
106,-192,514
61,-212,1851
-77,47,2954
-222,189,3940
-310,330,5155
-398,149,6453
-498,-8,7273
-491,36,7810
-379,4,8122
-219,31,8282
-337,-497,8312
-292,-922,8310
-346,-1043,8333
-516,-1090,8364
-627,-892,8419
-608,-648,8468
-390,-93,8414
-225,390,7868
0,690,7132
204,693,6309
422,701,5618
527,813,4823
665,976,4124
