x,y,z
634,-913,4430
865,-696,4476
667,-468,4349
261,-255,4009
129,-88,3666
452,11,3234
840,281,2983
926,745,2959
707,1295,3047
588,1690,3036
434,2017,2890
339,2287,2606
290,2673,2416
286,2998,2303
154,3340,2497
-147,3754,2986
-581,4105,3456
-1159,4505,3777
-1713,4873,4097
-2133,5196,4344
-2347,5438,4595
-2518,5691,5168
-2612,5903,5799
-2541,5871,5845
-2389,5660,5401
-2237,5388,5063
-1917,5062,4847
-1473,4667,4500
-1071,4352,4274
-815,4084,4183
-577,3820,4097
-362,3554,3964
-301,3248,3739
-202,2939,3495
42,2748,3664
203,2570,4114
176,2275,4273
-12,1926,4086
37,1585,3778
341,1319,3624
676,1132,3723
654,1018,3946
164,940,3954
-82,556,3572
210,180,3289
780,-139,3329
1147,-255,3998
1146,-118,4885
964,-82,4984
606,-312,3997
-5,-543,2838
-295,-714,2555
-152,-786,3248
278,-986,4013
602,-1325,4222
611,-1511,4233
448,-1638,4293
400,-1697,4561
382,-1799,4743
598,-2019,4871
886,-2126,5110
990,-2142,5312
1005,-2137,5321
959,-2122,5079
750,-2000,4750
393,-1792,4498
160,-1604,4477
194,-1483,4562
346,-1333,4673
134,-1092,4515
-234,-918,4149
-438,-740,3978
-504,-454,4143
-476,-96,4458
-575,218,4639
-571,392,4641
-57,464,4538
737,551,4381
1130,907,4348
1023,1334,4174
976,1585,3634
1257,1710,2960
1636,1903,2477
1606,2231,2202
1121,2649,2217
384,3117,2376
-256,3470,2481
-753,3867,2675
-1116,4315,2969
-1473,4789,3390
-1995,5221,3965
-2333,5464,4316
-2324,5631,4632
-2165,5761,4990
-1854,5816,5185
-1831,5605,4886
-1775,5435,4539
-1712,5385,4563
-1626,5089,4352
-1395,4689,4002
-1047,4349,3855
-853,4142,4030
-799,3970,4317
-803,3697,4397
-803,3378,4152
-599,3018,3846
-348,2767,3784
-139,2467,3946
-118,2254,4245
-103,1967,4469
78,1722,4487
243,1420,4004
343,1058,3283
344,832,3380
305,824,3919
510,529,4120
763,313,4051
716,184,3769
343,169,3572
126,104,3990
195,133,4540
465,-37,4470
473,-356,3635
354,-593,2840
398,-675,2614
563,-478,3311
673,-350,3908
816,-713,3883
812,-1163,3676
604,-1452,3740
333,-1390,4797
570,-1318,6100
1445,-1772,6382
1632,-1950,6153
1410,-1828,6074
1073,-1700,5851
595,-1670,5328
174,-1694,4761
-81,-1673,4386
-259,-1498,4420
-397,-1272,4670
-451,-1142,4744
-563,-1031,4626
-594,-1003,4509
-578,-935,4508
-526,-795,4419
-407,-718,4082
-225,-678,3535
71,-484,3024
315,-120,2648
437,378,2413
427,908,2286
380,1500,2356
315,2108,2568
322,2649,2754
151,3018,2745
140,3773,3934
182,4238,4531
316,4426,4332
517,4658,4242
622,5051,4478
447,5314,4805
306,5535,5031
309,5767,5355
87,5769,5349
-261,5683,5041
-410,5636,4785
-416,5498,4607
-560,5246,4381
-583,4896,4294
-538,4492,4213
-525,4055,3972
-456,3704,3751
-430,3417,3489
-343,3106,3330
-315,2893,3587
-529,2718,3953
-587,2446,3977
-138,2031,3753
480,1693,4119
591,1659,5176
285,1481,5529
-45,1114,4732
-353,850,3577
-592,556,2536
-236,-67,2683
425,-293,4020
811,-430,4928
553,-616,4634
42,-783,3465
-402,-929,2078
-513,-1183,1344
-175,-1213,2199
705,-1232,3689
1309,-1403,4305
1436,-1644,4114
1090,-1720,3753
506,-1571,3788
42,-1327,4240
-142,-1258,4783
99,-1372,5255
319,-1506,5511
325,-1635,5526
145,-1609,5472
-174,-1493,5296
-389,-1344,5153
-600,-1229,5063
-716,-1160,4959
-692,-1138,4889
-516,-1150,4785
-274,-1189,4725
-143,-1124,4607
-134,-1042,4326
-198,-931,3916
-351,-694,3573
-361,-390,3371
-137,-128,3208
444,114,3048
829,539,3080
787,1282,3368
641,1900,3511
528,2288,3340
834,2652,3349
1026,3118,3404
962,3452,3210
810,3777,3038
856,3971,2912
934,4256,3057
761,4695,3500
179,5049,3752
-414,5409,3908
-615,5607,4099
-583,5744,4458
-538,5831,4903
-698,5854,5179
-1139,5710,5037
-1508,5561,4782
-1316,5326,4731
-971,5012,4818
-564,4685,5161
-245,4374,5371
-113,3959,5044
-149,3592,4396
-113,3358,3947
-42,3099,3498
33,2726,3241
138,2495,3547
227,2327,4144
128,2148,4352
18,1918,3878
49,1636,3298
176,1114,2990
481,764,3722
904,541,4592
1232,334,4773
1212,132,4139
894,92,3289
459,164,2809
236,141,3384
419,167,4287
402,-192,3897
197,-583,2877
75,-733,2227
318,-871,2470
821,-967,3639
1068,-1374,4628
1077,-1755,5132
929,-1973,5268
598,-1942,5274
214,-1767,5112
-145,-1644,4691
-372,-1643,4266
-374,-1654,4296
-306,-1563,4687
-493,-1476,4855
-800,-1450,4692
-804,-1428,4645
-608,-1442,4858
-376,-1400,5198
-328,-1263,5315
-475,-1158,5040
-597,-1083,4564
-390,-1039,4187
-10,-943,3997
126,-681,3982
8,-308,4019
-36,-74,3879
139,124,3708
302,326,3473
519,661,3531
671,1046,3767
770,1402,4005
815,1779,4134
882,2139,4264
1069,2518,4542
1231,2249,3570
1849,2312,3374
2321,2782,3981
2335,3253,4196
2032,3746,4054
1118,4162,3476
436,4534,3103
424,5117,3507
683,5591,4100
736,5756,4139
672,5940,4139
316,6082,4257
-379,6112,4428
-826,6034,4501
-925,5790,4631
-897,5543,4716
-839,5177,4504
-566,4658,4145
-247,4307,4141
-157,4000,4165
-268,3692,3894
-322,3423,3435
-343,3190,2946
-203,2774,2719
159,2361,3100
399,1972,3781
577,1675,4213
603,1388,4151
371,1119,3758
243,738,3493
589,304,3743
1072,15,4165
1242,-189,4135
1062,-308,3711
608,-140,3591
188,-130,3633
430,-523,4048
517,-888,4786
875,-837,5353
1479,-1110,4946
1038,-1182,4199
743,-1513,3555
1051,-1953,3466
1404,-1993,4017
1416,-1701,4908
814,-1380,5183
-38,-1292,4602
-605,-1266,3923
-821,-1304,3790
-663,-1332,4424
-376,-1317,5321
-400,-1351,5666
-585,-1519,5399
-515,-1540,5257
-490,-1472,5256
-609,-1535,4926
-490,-1595,4630
-287,-1578,4340
-165,-1471,4024
-63,-1274,3825
-62,-995,3845
-227,-586,3945
-305,-222,4002
-126,7,3939
222,179,3862
380,546,3684
344,960,3316
415,1473,3208
585,2082,3523
816,2846,4265
785,2989,3982
838,3104,3371
1214,3530,3839
1368,3904,3954
1472,4438,4013
1677,4824,3977
1848,5130,3959
1858,5434,4107
1663,5744,4350
1250,6032,4682
826,6225,4924
483,6251,5018
98,6142,4778
-189,5873,4369
-327,5585,4102
-346,5238,3994
-300,4895,4016
-182,4548,3961
-18,4124,3672
238,3655,3261
454,3268,2975
342,3084,3204
110,3014,3702
-38,2771,3865
5,2206,3606
277,1610,3037
458,1129,2542
318,939,2773
133,1062,3888
121,914,4465
454,81,4063
822,-639,3520
1071,-864,3808
1142,-568,4698
1200,-545,4999
892,-772,4447
550,-1024,3745
318,-1133,3230
176,-1059,3240
318,-1115,3563
611,-1444,3855
733,-1877,4001
737,-2095,4185
608,-2065,4424
386,-1925,4734
276,-1935,5139
312,-1867,5660
415,-1914,5773
288,-2077,5328
116,-2042,5009
65,-1796,5001
-115,-1654,4938
-382,-1470,5010
-661,-1138,5172
-918,-916,5023
-860,-899,4781
-371,-1106,4701
238,-1234,4667
525,-1112,4698
322,-550,4668
-19,-26,4301
-390,288,3782
-577,757,3589
-450,1244,3654
-119,1622,3697
218,1875,3662
558,1957,3463
920,2016,3257
1349,2417,4135
1312,2551,4127
1127,2743,3521
1121,3050,3448
1062,3498,3626
1212,3838,3641
1542,4075,3556
1315,4362,3330
1067,4861,3342
1085,5202,3397
1349,5567,3644
1523,5957,4186
1167,6369,4727
416,6508,4788
93,6537,4693
66,6492,4920
-129,6406,5107
-220,6069,4963
16,5462,4732
258,4941,4522
397,4474,4287
484,4046,3953
647,3625,3660
653,3257,3343
659,2756,3439
845,2423,3910
944,2147,4188
615,1899,3875
215,1767,3640
-213,1587,3537
1,929,3446
436,364,3442
707,106,3516
477,370,3992
-44,783,4046
-571,611,3055
-668,40,2029
-218,-752,1823
802,-1409,2886
1671,-1617,4329
1495,-1556,4964
288,-1523,4182
-677,-1730,2979
-803,-2023,2620
-147,-2324,3407
755,-2586,4507
1325,-2764,5252
1284,-2905,5463
895,-2922,5648
320,-2723,6157
-351,-2064,6910
-508,-1927,6728
-364,-2127,6149
-94,-2173,5891
-147,-1967,5760
-387,-1805,5388
-470,-1681,4940
-462,-1485,4681
-674,-1013,4576
-1008,-555,4593
-1222,-151,4662
-1087,80,4551
-898,237,4153
-881,438,3683
-611,609,3503
-437,896,3317
-72,1232,3211
587,1598,3217
1112,1847,3023
1342,2134,2870
1601,2511,3120
1901,2893,3298
2151,3228,3113
2306,3439,2723
2491,3632,2555
2473,3998,2878
2139,4577,3757
1630,4977,4305
1452,5088,4313
1264,5133,4134
757,5397,4005
291,5838,4261
-23,6255,4698
-355,6410,4775
-656,6408,4600
-896,6199,4343
-802,5717,4198
-230,5177,4738
361,4695,5470
674,4121,5488
680,3620,4896
599,3247,4165
679,2918,3777
920,2606,3918
1190,2213,4112
1178,1967,4040
900,1937,3684
574,1952,3252
331,1879,2924
156,1626,3032
-1,1443,3616
-83,995,3713
94,519,3455
323,71,3048
268,-255,2777
-61,-286,3395
-184,-424,4038
-85,-843,4005
200,-1254,3591
408,-1624,2986
421,-1810,2845
320,-1556,3519
140,-1491,3989
-46,-1774,4029
-40,-2087,4095
131,-2343,4414
361,-2441,4983
361,-2372,5658
170,-2215,6041
-44,-2129,6033
-309,-1976,5723
-604,-1749,5295
-678,-1548,5129
-582,-1407,5247
-652,-1216,5362
-880,-917,5366
-1014,-771,5276
-1049,-655,5168
-825,-751,5122
-527,-886,5110
-241,-948,5137
-270,-734,4851
-447,-430,4340
-349,-402,3780
-39,-431,3395
313,-162,3509
396,602,3652
495,1192,3178
1098,1203,2333
1941,1221,1686
2464,1488,1601
2323,2001,1892
1854,2804,2516
1407,3512,3114
1388,3755,3442
1669,3923,3735
1529,4258,4007
858,4703,4173
437,5136,4376
556,5392,4555
849,5520,4435
1236,5630,4427
1392,5807,4647
1250,6069,5013
1026,6216,5168
732,6217,5069
464,6039,4747
418,5668,4429
598,5149,4412
969,4721,4707
1236,4240,4754
1230,3754,4309
1064,3452,3714
826,3228,3241
785,2940,3430
895,2526,3975
955,2134,4398
836,1840,4322
643,1528,3822
774,796,3608
894,314,4138
930,-185,4754
1113,-696,5375
1270,-805,5511
944,-667,4589
348,-396,3127
-197,-48,1913
-210,-315,1734
246,-631,2932
520,-669,3774
129,-793,3269
-392,-1182,2343
-550,-1466,2485
-634,-1132,3475
-1010,-622,4012
-1451,-350,3900
-1492,-467,3684
-1093,-960,3739
-485,-1468,4077
-95,-1627,4656
-77,-1629,5152
-244,-1579,5467
-278,-1481,5859
-410,-1385,5920
-575,-1427,5682
-594,-1431,5422
-541,-1378,5337
-448,-1323,5386
-348,-1290,5420
-278,-1237,5424
-344,-1088,5268
-520,-990,4893
-624,-916,4463
-541,-851,4213
-400,-702,4253
-441,-439,4277
-491,-131,4129
-303,53,3783
64,91,3295
398,304,2941
640,666,2754
927,981,2656
1244,1326,2640
1622,1563,2778
1824,1924,2961
1952,2430,3267
2238,2880,3534
2655,3075,3483
2877,3184,3273
2565,3556,3074
1993,4203,3084
1673,4890,3413
1756,5389,3927
1911,5426,4195
2084,5314,4141
1996,5260,4241
1670,5568,4634
1252,5994,5041
902,6062,4856
592,5996,4470
310,5911,4345
168,5770,4579
337,5413,4991
671,4912,5244
856,4293,4958
858,3766,4433
902,3363,4283
856,3093,4333
648,2933,4381
504,2674,4269
549,2277,4062
872,1536,3923
1258,993,4147
1250,720,4377
929,820,4302
455,965,3680
117,858,2486
317,-131,1998
942,-602,3126
1387,-741,4187
1332,-827,4203
1128,-891,3397
750,-940,2347
628,-943,2327
710,-885,3117
718,-1028,3623
534,-1173,3432
252,-1212,2944
124,-1166,2912
263,-1135,3640
403,-992,4441
238,-887,4691
-123,-830,4483
-450,-691,4373
-492,-743,4711
-338,-1107,5709
-531,-1121,6497
-630,-1610,6072
-103,-1947,5857
294,-1755,6077
101,-1423,5663
-248,-1220,4960
-525,-1172,4536
-573,-1038,4749
-543,-852,5287
-614,-613,5602
-925,-490,5441
-1159,-410,5159
-1046,-469,5056
-731,-606,4906
-423,-880,4633
-285,-1105,4050
-145,-1184,3490
81,-1012,3260
279,-858,3086
579,-650,2866
882,-344,2730
982,205,2551
1148,584,2265
1463,909,2229
1678,1337,2330
1859,1763,2375
2137,2136,2457
2443,2488,2682
2636,2629,2700
2660,2814,2834
2502,3300,3374
2363,3921,3960
2418,4257,4700
2225,4394,4601
2018,4554,4375
1950,4900,4768
1928,5302,5451
1751,5600,5755
1393,5683,5576
1082,5767,5378
881,5770,5432
768,5487,5260
945,4912,4852
1287,4299,4622
1486,3798,4501
1527,3373,4211
1534,3032,3819
1523,2653,3550
1402,2407,3729
1214,2273,4008
998,2032,3741
812,1834,3489
587,1584,3403
563,1233,3639
577,860,3708
438,593,3197
417,291,2466
736,-373,2448
1008,-271,3911
885,147,5075
510,303,4885
175,157,3603
-172,-136,2240
-22,-505,2723
741,-690,4288
1194,-1032,5024
916,-1351,4415
256,-1442,3215
-331,-1209,2766
-574,-703,3580
-428,-669,4484
-191,-1411,4673
-15,-2165,4731
-11,-2273,5342
-57,-1931,6068
-227,-1764,6164
-590,-1672,5644
-747,-1485,5189
-695,-1402,4801
-666,-1437,4502
-710,-1379,4272
-842,-1170,4233
-986,-750,4472
-1049,-422,4863
-1123,-190,5077
-1184,-319,4738
-1029,-703,4219
-803,-851,4111
-612,-586,4360
-505,-389,4608
-328,-331,4744
-109,-399,4742
-58,-73,4519
-43,-146,3801
256,-343,3104
609,-112,2785
975,245,2983
1430,667,3346
1837,1072,3608
2101,1371,3468
2177,1721,3157
2562,2149,3025
3066,2609,3632
3022,3075,3349
3040,3487,3270
3045,3972,3386
2888,4578,3598
3053,5105,3999
3354,5675,4607
3363,6043,4962
3207,6599,5008
2202,6236,4812
1543,6515,4616
1124,6748,4666
913,6805,5011
672,6490,4996
556,5982,4691
530,5322,4316
696,4707,4036
931,4066,3796
963,3668,3731
867,3430,3622
765,3118,3424
851,2644,3424
1000,2045,3482
1199,1419,3790
1308,1106,4449
979,1085,4647
490,1177,4156
214,1100,3055
391,274,2197
947,-402,2845
1442,-813,4079
1320,-661,4641
742,-474,3867
380,-483,2589
107,-509,1703
221,-704,2034
1021,-1329,3251
1664,-2181,4146
1745,-2623,4515
1117,-2517,4429
220,-1786,4474
-813,-863,4599
-1172,-558,4941
-670,-1173,5363
-74,-2112,5630
270,-2647,5838
83,-2497,5890
-306,-2252,5697
-636,-2021,5292
-883,-1778,4846
-1128,-1498,4452
-1272,-1363,4147
-1308,-1223,4108
-1244,-973,4474
-1140,-628,5062
-1191,-294,5382
-1243,-217,5299
-1157,-435,4995
-952,-642,4803
-642,-621,4629
-349,-515,4568
-249,-90,4461
-312,139,4042
-160,116,3639
204,209,3622
338,548,3683
294,965,3630
445,1257,3540
1012,1165,3372
1808,1189,3158
2597,1191,2754
3085,1228,2375
3460,1460,2367
3700,1826,2872
3527,2485,2953
3338,3253,3121
3234,4005,3348
3114,4761,3900
2842,5442,4576
2282,6070,4962
1647,6626,5041
1381,6927,5079
1195,6810,4858
1256,6553,4638
1558,6136,4929
1894,5496,5151
2112,4760,5034
2303,4108,4909
2267,3704,4598
1957,3510,4120
1615,3350,3489
1380,3040,3063
1287,2738,3245
1183,2599,3681
1074,2394,3780
892,2113,3436
798,1510,3077
785,1109,3465
791,943,4159
733,881,4355
616,821,3835
464,746,3018
405,506,2476
357,439,2528
325,204,2774
194,-42,2826
-91,-370,3476
209,-577,4654
1076,-610,5913
865,-1275,5406
653,-2043,4474
752,-2701,4180
1106,-3266,4370
1171,-3572,4501
956,-3514,4791
584,-2757,5181
-6,-2064,5153
-611,-1751,4639
-838,-1607,4266
-804,-1653,4067
-673,-1706,4173
-735,-1472,4340
-1074,-950,4525
-1398,-335,4882
-1502,-48,5177
-1517,73,5128
-1323,-60,4994
-1066,-373,4865
-872,-575,4642
-800,-408,4571
-686,-189,4543
-639,-121,4281
-447,-87,4131
-50,-48,3900
418,-230,3732
902,-350,3557
1137,-271,3301
1040,120,3167
1362,1102,4021
945,1102,3527
1159,1590,3299
1745,2082,4071
2265,1840,4209
2845,1597,4031
3029,1573,3402
2905,2286,3404
2707,3178,3697
2609,3647,3778
2744,3878,3912
2850,4172,4207
2832,4359,4424
2617,4393,4370
2382,4401,4272
2435,4193,4420
2687,3921,4645
2666,3808,4587
2396,3969,4328
2154,4186,4084
1868,4353,3725
1573,4440,3552
1374,4456,3711
1236,4274,3947
1233,3976,4242
1353,3593,4474
1457,3245,4483
1442,2991,4240
1396,2792,3918
1381,2652,3732
1337,2454,3674
1276,2139,3822
1194,1860,3819
994,1562,3326
749,1295,2740
621,970,2577
715,496,2884
926,-244,3418
927,-654,3900
648,-721,4247
-25,-394,4050
-591,-282,3489
-478,-1177,3407
187,-2111,3970
583,-2666,4417
501,-2494,4699
281,-1863,4908
-72,-1271,4677
-486,-1021,4046
-671,-1028,3572
-630,-1066,3560
-453,-1041,3984
-571,-748,4407
-928,-319,4582
-1197,-231,4539
-1232,-401,4556
-1046,-641,4865
-825,-739,5238
-770,-651,5368
-933,-432,5267
-1172,-175,5074
-1178,-30,5068
-1105,17,5207
-1023,-48,5306
-874,-347,5371
-710,-498,5311
-764,-582,5002
-776,-559,4677
-689,-675,4328
-519,-798,4206
-363,-674,4259
-253,-435,4199
-148,-212,3899
-35,-104,3466
241,5,3172
582,160,2861
965,277,2461
1318,457,2198
1773,846,2232
2148,1370,2446
2259,2164,2577
1910,2974,2420
1992,3556,2517
2591,3768,2842
3315,4008,3855
3843,4329,4735
4036,4641,5007
4112,4847,4863
4221,4850,4672
4220,4983,4721
3957,5327,4891
3439,5601,4809
3009,5655,4642
2771,5492,4585
2552,5256,4460
2374,4813,4202
2253,4251,3913
2076,3861,3825
1866,3653,3978
1737,3321,4032
1710,2786,3845
1683,2254,3723
1612,1853,3854
1449,1697,4233
1314,1608,4519
1231,1262,4437
1159,859,4205
1050,535,3992
886,425,4054
459,784,4064
25,908,3483
-45,516,2893
143,-189,2615
542,-805,3284
909,-1143,4425
873,-1396,4693
450,-1465,4016
-66,-1312,3072
-428,-1240,2688
-262,-1307,3465
109,-1585,4310
171,-1869,4473
-100,-1950,4089
-457,-1823,3588
-689,-1539,3515
-643,-1348,3908
-560,-1274,4457
-748,-1320,4729
-870,-1486,4962
-852,-1580,5231
-843,-1716,5395
-741,-1754,5550
-741,-1539,5577
-896,-1174,5368
-1051,-793,5118
-1079,-513,5023
-937,-438,5101
-748,-487,5168
-659,-518,5105
-624,-392,5065
-602,-325,4813
-523,-310,4491
-444,-310,4185
-383,-366,4007
-165,-265,4151
28,-11,4323
167,333,4277
505,425,4013
917,350,3623
1286,388,3276
1630,605,3013
1941,976,2925
2272,1307,3006
2582,1612,3112
2846,1832,3089
3125,2025,2847
3450,2114,2514
3695,2219,2216
3665,2689,2176
3450,3433,2521
3354,4262,3247
3496,4682,3958
3530,4828,4433
3419,5043,4550
3175,5394,4835
2846,5687,4922
2644,5656,4936
2623,5465,5168
2482,5154,5363
2321,4685,5218
2255,4134,4864
2201,3539,4460
2147,2982,4202
2048,2575,3995
1883,2373,3840
1708,2244,3593
1510,1987,3106
1396,1534,3024
1303,1436,3568
1085,1324,4115
803,915,4164
776,282,4209
843,-280,4248
660,-303,4117
235,76,3392
-222,388,2699
-658,547,2621
-439,21,3276
135,-987,4219
530,-1622,4648
675,-1886,4482
583,-1694,4196
288,-1027,4024
-35,-439,3800
-245,-365,3537
-227,-564,3477
-139,-838,3709
-75,-1111,4071
-193,-1118,4272
-606,-924,4043
-959,-759,3833
-923,-808,4249
-653,-980,5064
-557,-1307,5757
-460,-1466,6214
-333,-1615,6357
-512,-1480,5880
-791,-1238,5127
-878,-1055,4613
-896,-920,4421
-869,-752,4507
-774,-542,4685
-730,-422,4731
-737,-444,4665
-718,-404,4582
-722,-396,4431
-629,-373,4412
-554,-291,4453
-484,-335,4322
-389,-404,3957
-215,-454,3430
105,-480,3095
528,-378,3062
856,-163,3069
1024,24,3053
1419,127,3165
1926,225,3282
2474,501,3260
2865,808,3358
3012,1471,3853
2906,2240,3711
3090,2605,3738
3484,2679,3562
3982,2733,3659
4377,3185,4175
4438,3855,4729
4268,4537,4798
4200,4944,4634
4190,4992,4463
4040,5157,4509
3677,5357,4571
3311,5515,4680
3031,5485,4632
2719,5187,4246
2517,4670,3887
2531,4043,3788
2558,3453,3777
2402,3074,3675
2095,2877,3502
1780,2707,3237
1533,2320,3241
1496,1904,3721
1410,1566,4217
1204,1323,4411
999,1139,4160
838,974,3751
728,514,3630
754,57,3920
778,-696,4315
835,-1195,4595
719,-1317,4445
439,-946,4091
-3,-423,3309
-521,-62,2664
-871,-266,2962
-190,-774,4100
660,-1744,4743
667,-1876,4525
145,-1532,3643
-212,-1308,2867
-152,-1071,2744
111,-720,3767
606,-402,5069
650,-667,5268
281,-899,4641
1,-669,4325
111,-335,4651
134,-160,4770
-155,-201,4475
-440,-356,4447
-445,-646,4864
-544,-934,5011
-376,-1141,5249
-337,-1212,5141
-557,-1196,4696
-748,-1025,4369
-854,-789,4236
-934,-551,4248
-901,-446,4479
-800,-503,4761
-750,-573,4919
-646,-628,5169
-510,-673,5367
-622,-736,5040
-749,-665,4558
-849,-535,3951
-908,-332,3484
-752,-250,3370
-323,-140,3537
94,122,3402
391,257,2946
873,264,2583
1450,343,2387
2042,738,2409
2774,1432,4067
2707,2036,3828
2897,2685,4065
2997,2969,4006
3597,3141,4040
4256,3372,4431
4477,3682,4404
4305,4022,4055
4232,4336,4019
4253,4559,4535
4219,4760,5180
4041,4827,5368
3730,4784,4926
3391,4639,4174
3137,4465,3500
3043,4169,3204
3041,3717,3206
2981,3274,3441
2863,2986,3655
2651,2813,3525
2333,2751,3222
1994,2597,3104
1737,2501,3424
1576,2435,3787
1492,2055,3810
1460,1512,3723
1268,1268,3633
896,1183,3596
591,726,3658
621,37,4022
768,-305,4394
659,-199,4449
398,226,4168
163,395,3643
201,-575,3490
595,-1760,4017
724,-2283,4590
835,-2236,4870
778,-1685,4697
438,-1021,3857
-11,-736,3011
-135,-666,2840
99,-581,3539
429,-545,4373
438,-817,4535
115,-877,4263
-347,-653,4103
-508,-643,4513
-341,-887,5252
-242,-1391,5533
-282,-1758,5335
-483,-1659,5012
-705,-1241,4733
-863,-838,4442
-1017,-480,4135
-1072,-340,4015
-1030,-388,4165
-915,-405,4463
-832,-247,4779
-860,103,5009
-948,287,5162
-850,206,5246
-734,-1,5094
-762,-26,4703
-801,31,4306
-659,-13,3994
-496,-113,3732
-222,-172,3864
46,-264,3992
297,-353,3983
587,-386,4055
835,-186,3919
929,105,3358
1073,256,2844
1422,449,2845
1887,740,3067
2393,1145,4025
2380,1229,3622
2827,1317,3707
3254,1488,3918
3384,1806,3658
3499,2241,3347
4066,2478,3623
4651,2705,4157
4840,3046,4307
4886,3305,4334
4935,3318,4542
4721,3457,4675
4287,3820,4641
4171,3933,4741
4171,3817,4953
3859,3869,4939
3348,4051,4640
2911,3982,4247
2715,3482,4015
2607,2892,3988
2450,2609,4058
2237,2542,4022
1918,2523,3736
1554,2352,3501
1276,1908,3491
1229,1436,3891
1208,1268,4519
967,1245,4484
695,915,3812
608,49,3356
641,-548,3278
685,-524,3673
727,-123,4163
601,272,3941
279,628,2980
-42,641,1988
-244,-293,1759
122,-1721,2863
646,-2353,4569
700,-2119,5413
-68,-1515,4501
-798,-869,3182
-1267,-536,2540
-1131,-654,3473
-477,-1410,4882
-15,-2299,5675
-140,-2503,5575
-598,-1912,5089
-935,-1016,4676
-1172,-391,4381
-1289,-190,4277
-1216,-407,4440
-1114,-758,4829
-1070,-821,5156
-1101,-583,5142
-1180,-350,4974
-1187,-210,4895
-991,-361,4971
-770,-509,5066
-776,-401,4854
-778,-254,4464
-662,-471,4228
-467,-718,4120
-301,-605,3893
-300,-315,3491
-236,-166,3287
109,-37,3379
424,199,3694
712,684,3899
860,1071,3821
1123,1089,3552
1577,1097,3357
2199,1398,3462
2657,1743,4190
2721,1904,3617
3173,1960,3502
3709,1897,3729
4052,2072,3928
4227,2325,3895
4391,2507,4194
4563,2765,4699
4497,3033,4950
4335,3181,4800
4189,3245,4592
4104,3331,4412
4004,3428,4356
3866,3623,4272
3624,3779,4122
3250,3839,3806
2861,3683,3519
2701,3233,3724
2609,2810,4146
2314,2514,4190
1994,2327,3838
1762,2056,3346
1568,1560,3120
1514,1297,3368
1348,1375,3508
1118,1508,3173
904,1373,2740
755,1077,2904
829,757,3881
909,414,4744
849,138,5011
664,154,4579
424,417,3726
193,619,2960
-28,380,2479
-36,-895,2695
284,-2282,3511
761,-2728,4917
835,-2479,5585
444,-2006,4948
-95,-1761,3764
-510,-1754,3158
-371,-1872,3625
248,-1687,5051
345,-1334,5737
-115,-1030,5135
-474,-947,4447
-516,-1036,4875
-808,-1131,4912
-944,-1238,4908
-805,-1362,5188
-823,-1385,5231
-981,-1209,4982
-1068,-917,4853
-1061,-734,4997
-1044,-537,5048
-1114,-313,4795
-1132,-107,4483
-1153,-64,4324
-1054,-65,4316
-991,-30,4174
-1002,190,4014
-977,417,3720
-979,385,3236
-856,221,2855
-472,102,2870
67,205,3325
684,574,3844
1251,645,3885
1865,659,4124
2261,610,4007
2740,297,3611
3223,227,3776
3400,773,4054
3395,1463,3853
3646,1948,3778
4063,2280,3814
4361,2628,3696
4495,3131,3579
4603,3753,3831
4750,4151,4372
4904,4172,4767
4963,4020,4859
4729,3997,4603
4414,4225,4435
4176,4334,4497
3942,4049,4453
3709,3507,4344
3512,2954,4225
3271,2508,3905
2890,2245,3511
2522,2243,3448
2320,2250,3681
2071,1931,3899
1779,1653,3988
1470,1323,3958
1244,851,3909
1054,745,4012
834,1141,4075
678,1342,3750
407,1108,2934
149,400,2306
161,-312,2564
365,-412,3461
337,28,3939
-21,636,3477
-560,851,2861
-664,136,3013
-302,-1002,3553
-7,-1801,3978
7,-1883,4180
46,-1426,4517
-233,-340,4512
-598,531,4356
-85,-435,4429
-362,-1014,3939
-751,-1278,3275
-744,-1521,3638
-353,-1069,5125
-8,-810,6067
-571,-963,5292
-978,-1036,4683
-959,-959,4941
-837,-950,5323
-896,-994,5314
-905,-977,5253
-999,-839,5038
-1117,-548,4683
-1192,-336,4316
-1214,-310,4156
-1207,-432,4176
-1019,-545,4667
-823,-480,5056
-889,-329,4847
-921,-396,4409
-873,-508,3953
-663,-488,3771
-349,-135,3891
-155,471,4020
33,1040,4001
332,1097,3761
714,746,3262
1245,319,2797
1814,-79,2397
2352,-166,2252
2736,303,2522
3003,1044,2933
3282,1567,3316
3606,1703,3580
3978,1484,3856
4136,1192,3927
4051,1433,3859
4028,2042,4137
3967,2661,4255
3876,2849,4185
4016,2627,4355
4147,2559,4620
4171,2834,4828
4064,3209,4810
3917,3373,4474
3851,3405,4154
3783,3496,4089
3606,3534,4065
3392,3311,4090
3290,2881,4443
3200,2597,4791
3001,2301,4674
2772,1937,4162
2486,1707,3489
2208,1529,3277
2074,1344,3449
1974,1044,3533
1805,773,3219
1522,773,2772
1192,884,2833
1066,1003,3628
896,347,4155
658,-582,4209
493,-1041,4116
352,-1148,3957
399,-1084,3931
550,-977,4277
764,-682,4765
570,-364,4429
35,-317,3231
-183,-613,2449
2,-894,2629
398,-988,3499
761,-1038,4285
686,-939,4230
218,-726,3557
-65,-566,3290
-17,-568,3727
217,-458,4726
103,-812,5529
-244,-1124,5797
