x,y,z
-617,-1327,5563
-687,-1331,5528
-735,-1323,5404
-891,-1434,5083
-999,-1423,4959
-1111,-1146,4882
-1313,-987,4654
-1439,-855,4389
-1473,-588,4304
-1377,-292,4534
-1214,-57,4990
-1059,193,5259
-1190,356,4838
-1381,257,4198
-1357,-36,3871
-1093,-368,3907
-749,-449,4055
-553,-400,3967
-434,-199,3612
-245,-241,3272
147,-529,3102
640,-660,2891
1039,-487,2714
1542,-118,2915
2021,115,3183
2481,195,3296
3200,311,4049
3182,639,4059
3235,1251,3476
3574,1429,3672
3803,1509,3618
4258,1529,4202
4744,1667,4916
4824,2124,4906
4767,2474,4455
4843,2548,4161
4970,2450,4348
5110,2247,4837
5045,2174,5189
4711,2613,4957
4287,3072,4311
4184,2819,4022
4000,2401,3886
3683,2298,3744
3384,2240,3992
3180,2157,4401
2901,2037,4427
2603,1629,4218
2413,1163,4127
2209,779,4060
1920,585,3857
1642,527,3726
1468,310,3964
1331,-51,4205
1092,-403,3805
820,-638,3064
494,-819,2560
186,-1065,2481
147,-1115,3060
191,-814,3748
94,-352,3809
-153,-81,3196
-452,-370,2773
-469,-1047,3156
-376,-1301,3703
-468,-1005,3803
-547,-568,3564
-610,-190,3240
-840,-254,3144
-772,-706,3840
-805,-1206,4975
-1059,-1581,6213
-895,-1941,6995
240,-446,7074
-571,-396,4999
-1345,-784,2937
-1232,-1292,2694
-892,-1520,3460
-592,-1753,4553
-675,-1618,4854
-849,-1091,4759
-887,-433,4810
-828,125,5109
-837,460,5232
-920,400,5152
-890,74,5272
-791,-210,5491
-834,-341,5277
-1031,-326,4700
-1070,-406,4311
-972,-433,4039
-828,-457,3655
-594,-388,3143
-267,-115,2827
100,-9,2692
567,-133,2636
1061,-88,2736
1535,164,2674
1798,588,2207
2126,726,1997
2661,707,2449
3182,627,3096
3675,467,3564
4150,141,3798
4373,93,3653
4398,437,3205
4743,808,3118
5161,1297,3728
5180,1966,4117
5082,2446,4329
5043,2666,4610
4957,2813,4785
4734,3064,4814
4625,3339,4847
4464,3471,4969
4233,3371,4999
3955,3077,5041
3704,2732,5121
3463,2347,5024
3280,2003,4836
3163,1717,4769
2951,1407,4736
2589,1202,4507
2277,1020,4368
2143,740,4376
2061,450,4261
1865,433,3875
1658,750,3586
1382,952,3226
1122,615,2910
943,-244,2899
877,-856,3007
741,-844,2961
622,-496,2878
552,-303,2877
269,-790,2869
58,-1592,2987
43,-2085,3331
218,-2073,3985
490,-1820,4669
246,-1344,4421
-334,-1397,3720
-485,-1859,3494
-430,-2346,3596
-229,-2470,4098
28,-2185,4730
-217,-1534,4461
-668,-960,3897
-823,-735,3959
-645,-884,4650
-572,-897,5229
-784,-585,5359
-967,-274,5426
-1066,-109,5480
-1016,-135,5592
-961,-71,5623
-1041,91,5448
-1067,237,5328
-1061,319,5463
-1045,445,5525
-1111,521,5321
-1192,457,4999
-1210,116,4805
-1100,-69,4837
-1046,-64,4970
-1215,49,4839
-1398,-19,4432
-1499,-466,3606
-1231,-605,2745
-720,-313,2169
-172,-34,1934
504,67,2156
1216,46,2444
1828,22,2590
2353,40,2750
2701,-91,2800
3189,24,2947
3841,101,3010
4358,-119,2939
4753,-192,3030
5091,22,3301
5386,377,3792
5529,855,3880
5708,1646,4215
5939,2644,4723
5909,3222,4772
5761,3310,4553
5656,3145,4577
5559,3143,4674
5383,3367,4758
5040,3574,4478
4522,3619,3987
4082,3501,3826
3782,3090,4049
3527,2605,4311
3222,2317,4181
2909,2193,3771
2605,2032,3613
2375,1746,3728
2060,1204,3919
1866,622,3996
1731,318,3867
1629,332,3572
1522,493,3258
1243,501,3169
850,343,3461
785,175,4744
245,-393,4315
99,-818,3569
-2091,349,4761
2052,-2033,4288
2048,-3740,3710
-378,-2283,3323
-534,-1750,2777
-745,-1576,2147
-594,-1912,1758
-309,-2237,1892
344,-2171,3352
1004,-2167,4684
816,-1820,4940
135,-1032,3949
-81,-335,3583
51,-260,4173
-22,-735,4910
-337,-956,5060
-565,-1042,4975
-600,-1010,4923
-691,-660,4681
-762,-307,4524
-741,-150,4522
-771,-119,4632
-806,127,4750
-860,397,4788
-883,454,4867
-867,393,5032
-822,398,5272
-834,415,5533
-809,450,5758
-837,503,5732
-986,485,5352
-1106,350,4881
-1232,-226,4465
-1172,-701,4110
-1023,-517,3869
-734,124,3825
-435,439,4004
-156,273,4026
49,-242,3723
320,-558,3344
599,-641,2989
1015,-645,2720
1503,-712,2547
2048,-596,2521
2575,-455,2500
2930,-676,2405
3281,-582,2402
3578,-56,2497
4041,284,2750
4529,574,2981
4742,758,3169
4898,756,3558
5139,656,4060
5279,745,4357
4967,1469,3757
4803,2081,3221
4950,2372,3796
5029,2851,4809
4901,3328,5350
4605,3529,5235
4284,3588,4875
3930,3405,4625
3655,2790,4888
3425,2196,5379
3123,1664,5458
2879,1291,5186
2732,1223,4855
2572,1236,4695
2458,1213,4602
2269,1103,4482
1997,847,4316
1808,501,4184
1691,79,4247
1653,-90,4452
1609,116,4301
1362,194,3583
1103,-84,2943
790,-587,2709
599,-958,2977
547,-882,3312
453,-531,3068
304,-69,2604
-25,137,2232
-381,30,2238
-554,-593,3166
-733,-1274,3783
-926,-1737,4051
-1131,-1871,3858
-1302,-1514,3426
-1477,-1083,3007
-1619,-1222,3396
-1418,-1411,4393
-1168,-1596,5132
-1205,-1467,5120
-1283,-900,4481
-1387,-444,3837
-1505,-384,3917
-1308,-569,4908
-1099,-657,5837
-1046,-473,6117
-1112,-370,5834
-1129,-357,5467
-1043,-240,5327
-831,-103,5431
-624,202,5519
-562,399,5498
-577,134,5253
-502,-87,4917
-461,-142,4676
-378,-204,4622
-294,-247,4448
-150,-223,4144
37,-395,3883
113,-717,3739
163,-1023,3821
374,-990,4092
609,-838,3885
734,-899,3157
958,-1049,2504
1401,-1164,2203
2013,-964,2307
2651,-488,2563
3087,12,2545
3357,100,2373
3755,-74,2590
4181,83,2853
4538,405,3139
4812,725,3313
4920,801,3428
4928,728,3626
4982,586,4109
5030,841,4602
5002,1484,4914
4901,2008,5047
4706,1992,5121
4549,1972,5287
4374,1904,5576
4174,1785,5609
3857,1590,5223
3574,1347,5008
3400,1107,5342
3222,928,5577
2883,799,5319
2550,752,4940
2317,878,4553
2102,803,4050
1960,407,3965
1901,73,4151
1792,87,4034
1665,259,3596
1590,372,3052
1446,536,2265
1352,666,1534
1102,491,1148
651,-23,1397
453,-445,2672
511,-570,3985
519,-384,4597
-47,-204,3280
-678,-325,1881
-1200,-923,1592
-1216,-1457,2871
-833,-1271,4423
-526,-832,4882
-579,-415,4328
-716,41,3487
-742,393,3164
-852,-6,3898
-792,-727,5305
-585,-1143,6420
-721,-1080,6494
-1072,-965,5904
-1085,-968,5711
-934,-1104,5985
-783,-1118,6147
-809,-1000,5952
-935,-768,5319
-836,-683,5066
-612,-350,5022
-586,-174,4770
-563,-109,4544
-407,49,4756
-251,359,4988
-388,231,4816
-565,-6,4305
-602,-180,3660
-579,-518,3106
-377,-823,2813
-122,-802,2942
256,-427,3208
597,-95,3109
770,-311,2740
1001,-731,2618
1367,-486,2692
1722,-74,2827
2050,174,2877
2395,27,2968
2825,-180,3109
3340,-28,3168
3675,168,3227
4007,298,3283
4332,380,3416
4641,295,3617
4995,162,4122
5213,212,4623
5142,344,4533
5042,203,4411
5062,164,4673
5059,525,4827
5023,938,5031
4932,1266,4981
4752,1575,4684
4577,1822,4558
4349,1966,4533
4095,1818,4581
3752,1585,4482
3497,1421,4323
3265,1200,4230
2986,857,4185
2747,580,4301
2505,359,4473
2255,354,4484
2104,346,4546
1893,44,4518
1674,-304,4405
1437,-550,4325
1329,-605,4223
1232,-513,4013
1141,-378,3820
1111,-132,3673
1158,252,3380
1125,502,2836
1062,760,2336
719,758,2438
286,252,2802
42,-574,3572
-92,-993,4045
-527,-1176,3718
-810,-1109,3107
-894,-911,2535
-910,-644,2215
-595,-324,2855
-345,-186,3791
-605,-471,4244
-976,-803,4258
-1232,-873,4250
-1265,-611,4428
-1237,-487,4868
-1382,-929,5569
-1369,-1340,6545
-1318,-1399,6970
-1238,-971,6471
-1199,-849,5871
-1180,-676,5200
-1017,-299,4705
-774,-71,4633
-529,172,4843
-388,518,5011
-375,812,4963
-387,737,4922
-365,483,4938
-374,280,5033
-420,233,4890
-471,35,4433
-368,-283,3819
-241,-631,3277
-152,-983,2981
15,-1141,3072
336,-991,3261
723,-851,3160
1062,-817,2685
1318,-985,2136
1547,-1095,2003
1961,-885,2602
2405,-422,3132
2672,-156,3221
2891,33,3112
3195,261,3223
3402,332,3395
3476,95,3613
3615,12,3679
3801,416,3490
4126,663,3542
4438,731,4092
4799,1083,4537
5092,1498,4832
5286,1582,4867
5388,1456,4743
5444,1419,4701
5432,1549,4698
5340,1618,4623
5108,1414,4603
4766,1079,4658
4478,756,4810
4163,496,4863
3844,293,4589
3545,224,4215
3322,353,3999
3127,467,4187
2966,408,4383
2716,128,4273
2422,-215,3697
2085,-410,3168
1860,-273,3449
1593,-286,4460
1321,-283,4818
945,-151,3987
557,-238,2870
383,140,2282
119,177,2381
-208,-676,3124
-536,-1542,3587
-757,-2038,3589
-753,-2001,3670
-288,-968,4154
162,-7,4113
121,99,3574
-316,-506,3148
-566,-1253,3298
-599,-1515,3842
-202,-1219,4591
-31,-773,4831
-573,-653,4526
-1572,-816,4603
-1649,-1416,5770
75,-831,6478
-277,-1162,5687
-987,-1108,4057
-1094,-939,3450
-988,-798,3666
-1044,-931,4124
-1085,-1075,4564
-1054,-819,4636
-1009,-338,4487
-884,195,4376
-796,502,4390
-803,399,4643
-901,-31,4847
-1029,-310,4701
-1050,-259,4368
-1009,-157,4103
-969,-58,3926
-870,-53,3933
-709,-145,4039
-526,-299,4118
-486,-427,3970
-364,-383,3842
9,-145,3648
353,-185,3297
648,-483,2879
1055,-650,2668
1632,-554,2548
2394,-483,2663
3164,-535,2919
3710,-597,3025
3993,-687,3218
4230,-640,3464
4279,-665,3554
4243,-943,3716
4378,-900,3965
4654,-543,4407
4891,69,4581
4994,453,4299
5154,859,4147
5482,1377,4472
5748,1894,4748
5791,2343,4661
5731,2700,4709
5518,2707,5050
5006,2210,5216
4404,1445,5200
3927,774,5161
3584,390,5091
3294,270,4925
3069,451,4530
2956,708,4121
2743,799,3598
2377,390,3320
2020,-222,3836
1943,-395,5037
1837,-87,5377
1512,223,4437
1178,77,3255
882,-318,2503
668,-823,2952
580,-1133,3700
464,-1075,3550
296,-810,2472
33,-447,1057
-607,-703,953
-804,-1692,3218
-760,-2441,4955
-876,-2504,5436
-1100,-2040,4632
-1124,-1418,3558
-1013,-788,2796
-928,-498,2628
-844,-781,3516
-1006,-1219,4362
-1349,-1514,4615
-1503,-1421,4774
-1380,-910,5126
-1217,-476,5453
-1258,-531,5663
-1374,-766,5798
-1490,-873,5824
-1404,-697,5781
-1205,-245,5562
-990,207,5288
-824,460,5108
-782,424,5176
-579,486,5353
-384,677,5343
-374,843,4954
-372,917,4544
-265,779,4496
-117,687,4592
-29,650,4605
139,413,4612
188,143,4303
208,-89,3652
298,-402,2856
481,-907,2407
865,-1355,2248
1205,-1656,2058
1554,-1750,1725
1951,-1828,1817
2562,-1707,2221
3277,-1399,2695
3860,-1147,3139
4161,-1113,3311
4205,-1237,3301
4339,-1341,3377
4661,-1190,3528
4935,-804,3578
5141,-403,3754
5110,-76,3706
5106,147,3935
5308,519,4495
5459,906,5086
5388,1170,5178
5217,1350,4892
5120,1512,4707
5239,1803,4776
5231,1945,4918
4904,1774,4783
4474,1313,4515
4141,832,4435
3915,530,4439
3797,413,4493
3658,449,4399
3431,487,4120
3105,198,4265
2815,-254,4657
2502,-497,4743
2306,-476,4535
2209,-357,4118
2055,-90,3490
1684,-23,3016
1173,-433,3230
923,-838,3881
762,-952,4140
506,-920,3683
176,-879,2904
-318,-1167,2605
-562,-1562,3246
-423,-1814,4184
-446,-1809,4239
-551,-1408,3611
-578,-987,3233
-672,-1130,3600
-644,-1626,4420
-610,-1830,4809
-626,-1552,4640
-503,-955,4240
-235,-309,3957
50,-40,4115
103,-42,4243
-12,87,4213
-100,255,4224
-129,383,4273
-280,331,4268
-500,85,4430
-838,-190,4651
-1135,-344,4946
-1365,-525,5188
-1489,-526,5256
-1525,-442,5262
-1509,-422,5340
-1439,-225,5257
-1268,13,5187
-1196,288,4987
-1186,439,4780
-1183,460,4629
-1159,392,4360
-1071,385,4046
-1034,380,3734
-920,470,3485
-675,511,3549
-311,540,3726
-25,544,3835
297,528,3980
581,366,3977
923,124,3686
1150,-239,3368
1420,-487,3279
1759,-674,3479
2209,-682,3783
2818,-606,4389
3176,-618,4792
3234,-705,4136
3373,-803,3502
3602,-832,3311
4021,-585,3668
4489,-269,4138
4795,-80,4263
4854,3,4044
4711,-41,3693
4497,-219,3660
4388,-349,4085
4277,-362,4427
4246,-200,4564
4287,128,4484
4395,556,4212
4502,999,3903
4548,1334,3629
4508,1553,3581
4350,1554,3770
4086,1334,4045
3823,1049,4237
3524,837,4170
3214,655,3984
2972,430,3845
2807,259,3746
2540,0,3858
2185,-471,4278
1945,-694,4678
1764,-581,4666
1501,-585,4330
1180,-885,3929
920,-1055,3772
579,-1197,3820
260,-1359,4140
172,-1265,4131
111,-1033,3846
227,-777,3715
237,-499,3295
21,-381,2627
-186,-551,2252
-355,-751,2519
-387,-805,3370
-457,-752,4018
-780,-747,3972
-1130,-1025,3793
-1321,-1503,3926
-1297,-1800,4306
-946,-1654,4782
-628,-1134,4754
-601,-568,4287
-630,-322,3979
-709,-461,4070
-674,-473,4349
-680,-247,4447
-770,-143,4535
-859,-149,4738
-968,-30,4912
-1002,24,5158
-1092,-36,5339
-1156,-78,5367
-1148,-69,5278
-1079,-76,5169
-870,169,5010
-723,437,4905
-669,404,4971
-628,314,4989
-591,338,4801
-503,521,4446
-551,508,3990
-511,341,3798
-289,272,3895
109,647,3860
443,1046,3748
561,892,3730
489,345,3642
425,-129,3525
608,-218,3203
914,-342,2847
1186,-610,2731
1571,-843,2890
2169,-985,3352
2688,-1014,4376
2537,-882,3785
2623,-840,3159
2795,-1216,3114
3229,-1404,3364
3951,-1010,3765
4735,-340,4205
5131,163,4285
5063,62,4159
5066,-390,4409
5266,-620,4844
5335,-434,4914
5321,105,4393
5364,427,4204
5280,308,4593
5266,19,5159
4995,-191,5273
4582,-272,4921
4176,-433,4523
3911,-594,4562
3736,-687,4788
3593,-449,4686
3364,-315,4420
3061,-274,4044
2791,-275,3599
2422,-497,3442
2219,-618,3630
2041,-343,3702
1903,-34,3611
1681,132,3291
1295,-70,2811
706,-553,2618
432,-879,3210
253,-925,4020
165,-761,4158
70,-548,3408
-212,-632,2427
-543,-914,2073
-689,-1140,2460
-811,-1399,3612
-838,-1629,4800
-1042,-1357,4776
-1274,-892,3980
-1338,-554,3275
-1336,-446,3306
-1380,-716,4116
-1418,-890,4855
-1447,-424,4876
-1427,250,4411
-1366,612,4199
-1288,808,4277
-1304,661,4853
-1443,303,5566
-1593,24,6100
-1596,-101,6190
-1583,-119,5949
-1460,161,5484
-1244,338,5075
-1073,647,4716
-903,851,4561
-795,784,4745
-780,573,4901
-768,483,4870
-762,459,4703
-914,169,4495
-1211,-335,4265
-1227,-497,4027
-964,-330,3868
-726,-286,3697
-406,-326,3515
-175,-593,3403
30,-882,3233
212,-1260,3092
395,-1640,2968
839,-1765,2873
1589,-1449,2853
2324,-1270,2746
2895,-1231,2552
3288,-1415,2573
3667,-1801,2976
4110,-2096,3619
4653,-2310,4449
4720,-2107,4236
4755,-1590,3555
5117,-1233,3555
5507,-1018,4028
5800,-657,4532
6039,-225,4889
6141,78,5026
5966,104,4970
5819,203,4668
5733,604,4257
5478,748,4036
5058,631,4146
4602,566,4185
4144,451,4144
3769,242,4244
3406,69,4385
3059,-56,4219
2736,-120,4106
2626,-16,4129
2456,71,4217
2123,-53,4274
1608,-438,4462
969,-910,4693
584,-1188,4904
518,-1134,4640
558,-904,3848
404,-755,3028
-34,-906,3065
-283,-1279,3708
-415,-1587,4220
-395,-1607,4331
-257,-1376,4140
-303,-1144,3670
-505,-1238,3228
-550,-1445,3301
-403,-1581,3709
-535,-1535,3927
-624,-1392,3823
-612,-1103,3550
-296,-768,3501
-308,-638,3555
-565,-693,3647
-707,-654,3798
-482,-407,4073
-255,-162,4214
-157,101,4046
-74,418,3852
-48,678,3893
-459,581,4472
-943,392,5428
-1194,154,6295
-1345,-101,6510
-1391,-336,6360
-1337,-358,6041
-1255,-153,5547
-1252,153,4938
-1177,387,4465
-1089,567,4210
-989,506,4311
-1006,242,4596
-956,95,4794
-895,144,4773
-906,351,4479
-804,651,3887
-676,723,3452
-493,532,3321
-421,182,3306
-242,6,3216
-53,-172,3018
135,-465,2645
344,-764,2280
733,-945,2338
1356,-1037,2782
1863,-1087,3013
2254,-1358,3060
2650,-1896,3201
3217,-2214,3374
3877,-2187,4132
4467,-1716,3889
4930,-1402,3620
5420,-1555,3818
5805,-1948,4431
6203,-2133,5032
6523,-1924,5364
6747,-1329,5382
6725,-727,5198
6596,-794,5137
6137,-981,5082
5563,-1143,4902
4874,-1418,4925
4307,-1705,5154
3848,-1707,4950
3467,-1511,4413
3240,-1197,3675
3048,-792,2953
2883,-466,2789
2728,-326,3205
2524,-276,3664
2302,-187,3698
2141,-25,3467
1699,90,3234
1035,-152,3554
568,-515,3970
302,-636,3873
361,-424,3589
594,0,3173
547,470,2606
86,517,2410
-678,-63,2753
-1130,-773,3607
-1106,-926,4549
-1211,-722,4800
-1704,-718,4919
-1913,-759,5032
-1960,-935,5119
-2003,-1544,5350
-1616,-1508,5179
-1314,-999,4454
-896,-513,3985
-279,-158,4089
-23,48,4115
-357,77,3817
-739,26,3671
-921,-43,4113
-940,28,4644
-1077,55,4925
-1106,205,5045
-1088,227,5183
-1005,183,5222
-959,163,5132
-1016,196,4835
-1079,207,4500
-992,305,4239
-801,396,4124
-563,535,4023
-374,635,3962
-403,409,4081
-448,13,4447
-522,-168,4330
-370,-44,3997
-141,79,3708
91,1,3556
375,-108,3510
828,-152,3654
1211,-428,3945
1406,-692,4066
1609,-804,3907
1962,-975,4035
2174,-1139,3856
2566,-1472,3753
2950,-1743,3786
3463,-1737,3709
4042,-1792,3746
4523,-1936,3846
4752,-2124,3874
4835,-2344,3982
4847,-2314,4092
4962,-2014,4140
4999,-2100,4536
4803,-2393,4775
4504,-2452,4537
4384,-2273,4373
4347,-2072,4432
4261,-1869,4378
4096,-1718,4195
3898,-1457,4099
3742,-1162,4305
3643,-883,4684
3537,-652,4851
3310,-559,4590
2962,-639,4212
2505,-799,4083
2141,-843,4147
1939,-671,4128
1976,-318,4005
2070,5,3638
1736,24,2924
1067,-187,2399
466,-476,2679
67,-787,3446
-26,-769,3780
31,-477,3292
60,-108,2339
-321,12,1675
-1023,-443,2282
-1411,-1154,3823
-1412,-1403,4846
-1188,-803,4365
-1083,-82,3167
-1368,133,2677
-1339,-89,3720
-1165,-430,5021
-1170,-588,5462
-1432,-551,4955
-1617,-525,4470
-1670,-573,4568
-1733,-612,5011
-1575,-480,5707
-1270,-119,6088
-1125,131,5870
-1183,49,5470
-1170,-11,5206
-1014,-47,5264
-861,79,5238
-718,221,5061
-610,329,4955
-539,415,4889
-512,602,4725
-500,622,4655
-622,511,4439
-680,458,4138
-540,491,4019
-404,426,4017
-367,335,3915
-540,188,3874
-562,-122,3995
-505,-534,4111
-344,-665,3642
-14,-531,2966
307,-660,2394
610,-1203,2189
975,-1661,2332
1720,-1644,2630
2376,-1636,2991
3036,-1703,3460
3449,-2011,3727
3696,-2415,4196
3817,-2404,3922
4140,-2236,3748
4673,-2077,4098
5098,-1945,4462
5260,-2017,4694
5239,-2319,5011
5161,-2491,5029
5245,-1906,4348
5464,-1244,3790
5501,-1259,4076
5505,-1117,4419
5394,-808,4443
4933,-800,4375
4391,-1020,4355
3815,-1159,4202
3415,-1255,4179
3059,-1270,4342
2874,-1136,4627
2720,-906,4652
2461,-764,4480
2268,-654,4291
2045,-503,4167
1778,-422,4326
1496,-377,4688
1242,-338,4889
771,-435,4967
379,-638,4834
101,-828,4483
-1,-904,3892
107,-899,3367
243,-869,3180
422,-665,2906
500,-345,2321
329,-132,1862
-221,-424,2002
-918,-977,2652
-1204,-1242,3579
-1190,-1173,4257
-1094,-692,4070
-934,-340,3694
-1016,-408,3700
-1304,-700,3801
-1456,-601,3478
-1296,-160,3235
-791,264,3774
-251,712,4373
-326,851,4743
-925,794,4905
-1516,472,5123
-1987,99,5400
-1929,0,5784
-1601,250,5819
-1142,661,5453
-1091,902,4858
-1083,884,4515
-1054,738,4484
-943,623,4582
-738,765,4651
-473,873,4809
-479,819,4807
-629,616,4646
-643,477,4496
-496,615,4493
-233,670,4862
-199,359,5155
-126,80,5057
59,-5,4573
114,-103,3876
48,-386,3180
149,-738,2909
588,-828,2952
1285,-797,3264
1695,-1047,3635
1762,-1491,3668
1751,-2033,3618
1674,-2539,3338
1811,-2826,3072
2293,-2769,2823
2794,-2553,2597
3011,-2653,2642
3277,-2999,3104
3856,-3168,3686
4630,-2826,4223
5073,-2271,4107
5485,-1917,4205
5807,-1828,4702
5864,-1822,5095
5849,-1745,5213
5828,-1619,5115
5690,-1480,4846
5474,-1288,4498
5067,-1168,4188
4554,-1166,3935
4093,-1162,3692
3682,-1187,3594
3348,-1204,3657
3072,-1160,3749
2902,-953,3769
2658,-703,3961
2135,-823,4535
1540,-1196,5191
1151,-1315,5527
1111,-1050,5388
1127,-795,4931
1032,-653,4187
744,-596,3330
271,-575,2886
55,-553,3348
28,-557,3958
-150,-551,3887
-374,-614,3288
-616,-714,2715
-936,-830,2967
-751,-1005,4199
-489,-819,4755
-504,-366,3871
-678,-56,2694
-1033,-183,2352
-1457,-715,2872
-1554,-1001,3859
-1110,-825,4646
-677,-323,4457
-499,308,3502
-268,757,3000
-200,706,3362
-579,339,3928
-1212,27,4323
-1495,-75,4699
-1507,224,4883
-1372,624,4978
-1275,685,5459
-1226,459,6166
-1311,294,6493
-1219,272,6476
-997,468,6107
-686,711,5702
-451,880,5365
-494,907,4971
-715,873,4641
-869,717,4582
-777,639,4723
-433,723,4880
-156,812,4926
-265,731,4692
-412,603,4242
-549,341,3925
-476,28,3504
-445,-435,2879
-268,-801,2485
180,-940,2384
684,-925,2378
1245,-1021,2208
1595,-1351,2195
2159,-1502,2324
2823,-1499,2444
3258,-1718,2757
3270,-2188,3038
3086,-2612,3060
3272,-2793,3219
3956,-2597,3637
4653,-2321,3984
5063,-2285,4610
4901,-2323,4910
4562,-2597,5207
4350,-2861,5475
4467,-2731,5434
4770,-2312,5096
5068,-1885,4734
5335,-1516,4524
5428,-1243,4412
5223,-1096,4223
4808,-1102,4067
4308,-1255,4011
3787,-1415,3868
3327,-1526,3644
2985,-1529,3272
2692,-1507,3112
2580,-1468,3315
2320,-1516,3871
1865,-1778,4459
1488,-1890,4471
1187,-1749,3889
1018,-1496,3616
888,-1502,3865
481,-1784,4226
253,-1768,4300
392,-1393,4155
458,-1037,3721
411,-797,3058
213,-586,2508
64,-472,3033
-332,-796,4029
-767,-785,4183
-815,-365,3782
-542,110,3325
-518,461,2888
-817,396,3185
-1051,146,4007
-1264,132,4474
-1377,433,4409
-1310,704,4375
-1190,893,4462
-1352,890,4637
-1772,732,4842
-2187,519,5290
-2341,475,5860
-2192,552,6192
-2205,517,6170
-2249,515,5767
-2129,616,5248
-1772,756,4950
-1303,817,4998
-983,822,5024
-675,936,4920
-515,970,4791
-465,912,4621
-613,752,4263
-691,634,3837
-407,634,3438
-65,649,3147
89,446,3170
261,143,3317
448,-76,3253
430,-377,2876
220,-1036,2585
295,-1703,2515
800,-2198,2764
1363,-2532,3313
1982,-2714,3863
2466,-2897,4114
2617,-3152,4235
2496,-3436,4026
2701,-3542,3699
3280,-3428,3650
3834,-3242,3627
4067,-3165,3726
4385,-3095,3920
4993,-2860,4049
5631,-2442,4125
6005,-2045,4014
6027,-1773,3852
5742,-1634,3976
5618,-1814,4430
5354,-2030,4963
4884,-2068,4822
4251,-2087,4441
3887,-2130,4543
3768,-2049,4884
3560,-1865,4931
3262,-1751,4763
3056,-1646,4524
2803,-1475,4258
2152,-1514,4263
1480,-1727,4714
1109,-1732,4991
926,-1483,4687
762,-1321,4020
586,-1216,2971
191,-1092,2293
148,-1021,2754
321,-922,3459
470,-578,3289
287,-243,2438
-384,-298,2171
-829,-551,3107
-938,-819,4240
-905,-718,4449
-783,-381,3656
-911,-126,2749
-964,-82,2924
-994,-255,3964
-1255,-596,4756
-1699,-646,4705
-1872,-429,4329
-1888,-6,3883
-1748,166,4708
-1556,135,6066
-1466,-3,6728
-1908,91,5892
-2453,32,5196
-2907,-105,5009
-2870,-164,5188
-2559,-11,5133
-2242,300,4713
-1796,687,4300
-1212,942,4245
-725,999,4321
-502,934,4446
-447,868,4501
-482,833,4434
-646,719,4182
-667,707,3943
-299,761,3801
225,674,3837
592,459,3971
882,182,4120
911,-262,4105
679,-900,4028
636,-1269,3559
795,-1401,2835
1115,-1559,2234
1255,-1861,2305
1567,-2303,2879
1940,-2622,3336
2379,-2850,3349
2662,-2902,3012
2624,-2980,2827
2718,-3163,3064
3241,-3238,3423
3905,-3066,3576
4465,-2784,3684
4655,-2598,3782
4771,-2696,4182
5001,-2765,4749
5309,-2720,5069
5332,-2582,4947
5406,-2369,4584
5286,-2236,4572
4900,-2309,4964
4270,-2429,5233
3598,-2438,4986
3170,-2302,4475
2960,-2142,4249
2643,-2137,4418
2260,-2021,4474
2052,-1769,4297
1934,-1497,4175
1679,-1396,4398
1139,-1431,4652
632,-1485,4667
287,-1377,4155
263,-1091,3483
614,-775,3254
738,-605,3168
354,-435,3056
-128,-446,3179
-705,-495,3203
-1036,-508,3317
-619,-271,3514
-91,95,3403
-113,515,2799
-682,498,2798
-1371,7,3554
-1670,-411,4222
-1554,-395,4418
-977,-49,4345
-116,429,4027
310,775,3644
-40,676,3630
-776,296,4073
-1364,19,4701
-1554,69,5216
-1585,302,5534
-1829,297,5833
-2086,146,6064
-2177,248,5855
-2040,402,5500
-1716,580,5207
-1345,792,4898
-1038,890,4751
-828,866,4650
-644,808,4534
-599,884,4218
-657,859,4038
-735,703,4251
-619,620,4367
-290,553,4190
-5,503,3842
213,287,3507
216,-147,3234
244,-686,3000
506,-1081,2785
1043,-1319,2413
1131,-1775,2139
1188,-2402,2299
1542,-2913,2701
2107,-3292,3300
2630,-3288,4015
2866,-3161,4346
2765,-2965,4007
2643,-2844,3566
3094,-2793,4043
3967,-2698,4765
4499,-2508,5002
4459,-2424,4713
4370,-2456,4584
4640,-2482,4852
4956,-2461,5035
4998,-2301,4652
4921,-2314,4294
4821,-2338,4460
4637,-2342,4795
4284,-2263,4881
3807,-2172,4662
3368,-2167,4581
3003,-2204,4574
2713,-2151,4478
2432,-1995,4226
2239,-1781,3981
2093,-1613,3953
1769,-1672,3966
1457,-1723,3677
1216,-1580,3230
796,-1312,2997
177,-1324,3494
-278,-1407,4322
-313,-1278,4605
-126,-879,3973
-20,-532,2924
-270,-373,2423
-832,-524,2869
-1427,-725,3732
-1652,-755,4370
-1339,-605,4543
-959,-261,3844
-483,5,3374
167,80,3614
593,178,3609
642,395,3130
-85,448,2814
-1164,104,3390
-1558,-151,4274
-1294,27,4679
-847,431,4500
-375,807,4114
-178,962,3991
-455,767,4198
-872,554,4384
-1332,441,4623
-1640,361,5075
-1710,399,5437
-1564,526,5455
-1391,508,5417
-1233,425,5246
-977,437,5113
-763,494,5090
-523,496,5137
-313,625,4900
-245,797,4480
-409,744,4246
-727,517,4216
-814,315,4389
-435,199,4599
138,154,4520
351,63,4078
281,-62,3625
234,-451,3369
80,-859,3138
204,-1270,3258
561,-1678,3574
899,-2013,3620
