aworld	779	302	777
aworld	648	298	1165
aworld	511	76	1456
aworld	468	-247	1577
aworld	375	-832	2662
aworld	336	-1074	3695
aworld	229	-1420	4960
aworld	134	-1570	6142
aworld	25	-1426	6943
aworld	-260	-1364	7472
aworld	-379	-1246	7841
aworld	-412	-904	8113
aworld	-595	-752	8277
aworld	-907	-693	8375
aworld	-1257	-683	8410
aworld	-1371	-444	8434
aworld	-1276	-30	8455
aworld	-1057	317	8459
aworld	-769	838	8435
aworld	-381	1053	8382
aworld	-51	1405	7546
aworld	289	1902	6542
aworld	514	2240	5417
aworld	687	2421	4220
aworld	799	2394	2778
aworld	806	2058	1184
aworld	703	1531	-287
aworld	482	973	-1402
aworld	203	500	-2287
aworld	-68	147	-2978
aworld	-271	-111	-3380
aworld	-375	-315	-3544
aworld	-360	-521	-3510
aworld	-242	-716	-3306
aworld	-85	-895	-3134
aworld	65	-933	-3063
aworld	170	-811	-2984
aworld	292	-517	-2816
aworld	413	-178	-2453
aworld	523	22	-1853
aworld	592	44	-1307
aworld	612	108	-967
aworld	441	389	-536
aworld	301	242	846
aworld	211	290	2461
aworld	61	458	4108
aworld	27	269	5739
aworld	61	232	6808
aworld	62	-22	7477
aworld	34	-251	7927
aworld	62	11	8269
aworld	-108	166	8438
aworld	-454	151	8551
aworld	-663	-333	8525
aworld	-759	-883	8392
aworld	-805	-1331	8260
aworld	-832	-1352	8221
aworld	-862	-998	8251
aworld	-763	-403	8315
aworld	-674	84	8335
aworld	-383	506	8094
aworld	-112	1001	7296
aworld	70	1451	6065
aworld	131	1744	4790
aworld	180	1812	3667
aworld	265	1711	2547
aworld	333	1460	1251
aworld	289	1071	-54
aworld	161	663	-1144
aworld	24	341	-1887
aworld	-114	45	-2331
aworld	-224	-231	-2702
aworld	-305	-512	-3091
aworld	-313	-783	-3494
aworld	-245	-942	-3673
aworld	-148	-930	-3633
aworld	-37	-803	-3446
aworld	125	-571	-3131
aworld	316	-369	-2703
aworld	515	-152	-2051
aworld	613	100	-1265
aworld	571	602	-572
aworld	386	485	961
aworld	354	581	2733
aworld	113	741	4362
aworld	-119	593	5840
aworld	-209	265	6780
aworld	-131	-237	7338
aworld	84	-504	7687
aworld	-62	-445	7946
aworld	-530	-355	8144
aworld	-962	98	8294
aworld	-1211	480	8368
aworld	-1234	185	8358
aworld	-1102	-534	8269
aworld	-806	-1107	8179
aworld	-492	-1098	8167
aworld	-443	-770	8197
aworld	-310	-282	8242
aworld	-46	392	8248
aworld	198	998	7727
aworld	488	1355	7044
aworld	668	1529	6017
aworld	814	1504	4869
aworld	964	1485	3726
aworld	1023	1452	2457
aworld	929	1415	1312
aworld	731	1318	298
aworld	520	1145	-573
aworld	337	851	-1288
aworld	214	480	-1758
aworld	102	31	-2157
aworld	11	-404	-2555
aworld	-74	-732	-2872
aworld	-102	-971	-2983
aworld	-59	-1139	-2991
aworld	18	-1225	-3017
aworld	120	-1227	-2993
aworld	280	-1171	-2833
aworld	453	-1008	-2496
aworld	586	-735	-2067
aworld	648	-363	-1507
aworld	602	-36	-863
aworld	455	309	-118
aworld	401	445	2027
aworld	277	615	4151
aworld	61	584	5718
aworld	50	507	6730
aworld	82	416	7381
aworld	53	294	7793
aworld	-143	425	8087
aworld	-542	591	8298
aworld	-886	494	8353
aworld	-1043	218	8320
aworld	-990	-673	8200
aworld	-729	-1303	8114
aworld	-558	-1457	8100
aworld	-442	-1306	8124
aworld	-320	-659	8186
aworld	-297	290	8168
aworld	-244	949	7715
aworld	-19	1505	7004
aworld	174	1699	6032
aworld	365	1601	5014
aworld	531	1543	4051
aworld	612	1532	3013
aworld	518	1447	1849
aworld	340	1301	673
aworld	115	1101	-338
aworld	-101	913	-1084
aworld	-294	765	-1708
aworld	-456	575	-2233
aworld	-512	252	-2509
aworld	-423	-243	-2522
aworld	-221	-760	-2462
aworld	-31	-1116	-2459
aworld	100	-1274	-2570
aworld	197	-1159	-2611
aworld	280	-865	-2401
aworld	350	-536	-1882
aworld	408	-208	-1234
aworld	396	44	-528
aworld	301	259	108
aworld	187	580	660
aworld	-10	369	2094
aworld	-123	268	3337
aworld	-241	-19	4091
aworld	-329	-370	4781
aworld	-358	-785	5599
aworld	-285	-965	6576
aworld	-215	-951	7216
aworld	-254	-1124	7605
aworld	-324	-866	7890
aworld	-439	-335	8089
aworld	-685	114	8228
aworld	-929	102	8275
aworld	-1048	-328	8229
aworld	-961	-822	8160
aworld	-733	-1022	8139
aworld	-528	-818	8167
aworld	-495	-293	8158
aworld	-366	195	8161
aworld	-130	759	7930
aworld	85	1221	7050
aworld	317	1470	5871
aworld	468	1598	4679
aworld	555	1634	3777
aworld	595	1666	2890
aworld	558	1681	1764
aworld	413	1580	568
aworld	221	1325	-511
aworld	27	1016	-1315
aworld	-130	656	-1915
aworld	-223	261	-2291
aworld	-256	-205	-2518
aworld	-197	-659	-2692
aworld	-103	-976	-2818
aworld	-25	-1139	-2959
aworld	27	-1145	-3111
aworld	111	-1007	-3192
aworld	232	-779	-2941
aworld	361	-460	-2503
aworld	459	-4	-1917
aworld	443	523	-1206
aworld	276	1030	-307
aworld	33	1301	1663
aworld	-208	1452	3433
aworld	-372	1289	4933
aworld	-395	833	6218
aworld	-249	302	7007
aworld	-152	-83	7487
aworld	-138	-349	7786
aworld	-28	-441	7983
aworld	-69	-616	8079
aworld	-121	-1162	8081
aworld	-176	-1642	8050
aworld	-358	-2085	8005
aworld	-499	-2226	7997
aworld	-609	-1871	8052
aworld	-693	-1208	8130
aworld	-684	-368	8212
aworld	-447	217	8256
aworld	-109	790	8015
aworld	186	1231	7105
aworld	473	1548	5990
aworld	658	1631	4971
aworld	878	1621	4083
aworld	1028	1573	3068
aworld	1001	1510	1837
aworld	797	1376	501
aworld	496	1139	-683
aworld	182	830	-1521
aworld	-49	502	-2009
aworld	-211	151	-2295
aworld	-320	-140	-2515
aworld	-396	-334	-2746
aworld	-444	-351	-2804
aworld	-451	-343	-2702
aworld	-372	-406	-2519
aworld	-225	-505	-2274
aworld	-65	-532	-1968
aworld	80	-439	-1699
aworld	171	-206	-1429
aworld	179	166	-983
aworld	94	514	-237
aworld	-32	738	760
aworld	-184	768	1979
aworld	-151	556	3787
aworld	-112	444	5044
aworld	-14	335	6201
aworld	-37	331	7013
aworld	-155	193	7519
aworld	-146	20	7823
aworld	-37	-188	7992
aworld	-98	-665	8056
aworld	-47	-1401	8033
aworld	-13	-1801	8016
aworld	-157	-2103	8003
aworld	-373	-2181	8008
aworld	-169	-1944	8058
aworld	-81	-706	8182
aworld	-92	170	8087
aworld	-40	782	7675
aworld	86	1163	6874
aworld	221	1276	5869
aworld	347	1338	4844
aworld	413	1521	3905
aworld	416	1707	2882
aworld	346	1755	1775
aworld	240	1674	792
aworld	84	1574	73
aworld	-67	1427	-523
aworld	-170	1159	-1083
aworld	-238	866	-1560
aworld	-262	513	-2016
aworld	-217	110	-2433
aworld	-117	-300	-2622
aworld	35	-619	-2635
aworld	214	-835	-2535
aworld	379	-955	-2367
aworld	533	-867	-2056
aworld	635	-680	-1616
aworld	704	-491	-1238
aworld	742	-344	-908
aworld	721	-204	-601
aworld	614	-30	-150
aworld	438	-70	486
aworld	381	-70	2426
aworld	360	78	4441
aworld	239	-67	5868
aworld	374	-261	6768
aworld	351	-525	7311
aworld	265	-946	7635
aworld	307	-1308	7828
aworld	254	-1230	7980
aworld	49	-1129	8083
aworld	-242	-1120	8151
aworld	-611	-1151	8179
aworld	-918	-1268	8157
aworld	-979	-1177	8151
aworld	-898	-766	8192
aworld	-832	-228	8248
aworld	-660	23	8273
aworld	-259	434	7854
aworld	32	891	6876
aworld	226	1179	5681
aworld	283	1320	4664
aworld	365	1405	3788
aworld	472	1508	2955
aworld	496	1558	1915
aworld	442	1438	675
aworld	313	1137	-535
aworld	169	746	-1470
aworld	37	428	-2063
aworld	-81	127	-2483
aworld	-138	-143	-2850
aworld	-140	-357	-3050
aworld	-99	-522	-3031
aworld	-50	-618	-2970
aworld	3	-604	-2885
aworld	54	-372	-2738
aworld	100	46	-2490
aworld	156	527	-1866
aworld	147	782	-818
aworld	10	774	371
aworld	-126	368	1557
aworld	-146	162	2663
aworld	-163	270	3420
aworld	-182	93	4417
aworld	-120	-158	5711
aworld	54	-557	6632
aworld	408	-909	7196
aworld	619	-1184	7531
aworld	734	-1586	7722
aworld	816	-1734	7857
aworld	683	-1496	7995
aworld	342	-1148	8131
aworld	-141	-900	8226
aworld	-579	-776	8252
aworld	-837	-494	8263
aworld	-972	-148	8278
aworld	-1083	19	8275
aworld	-693	158	8273
aworld	-210	513	7941
aworld	67	685	7224
aworld	328	725	6323
aworld	515	891	5383
aworld	603	1119	4457
aworld	644	1374	3664
aworld	634	1582	2785
aworld	546	1602	1737
aworld	379	1423	657
aworld	165	1173	-404
aworld	-74	895	-1348
aworld	-312	601	-2208
aworld	-510	254	-2918
aworld	-587	-121	-3361
aworld	-544	-460	-3434
aworld	-420	-684	-3326
aworld	-285	-782	-3182
aworld	-152	-705	-3014
aworld	31	-481	-2678
aworld	230	-122	-1989
aworld	358	255	-901
aworld	334	556	351
aworld	155	741	1452
aworld	-129	887	2335
aworld	-357	762	3469
aworld	-433	681	4438
aworld	-489	341	5145
aworld	-489	-94	5888
aworld	-461	-438	6745
aworld	-424	-756	7276
aworld	-310	-1119	7591
aworld	-55	-1263	7797
aworld	-23	-1208	7942
aworld	3	-1333	8024
aworld	91	-1337	8079
aworld	31	-1328	8117
aworld	-63	-1409	8132
aworld	-204	-1121	8180
aworld	-187	-1128	8186
aworld	147	-517	8253
aworld	331	137	8142
aworld	501	527	7740
aworld	644	790	7088
aworld	767	1037	6214
aworld	786	1272	5321
aworld	782	1574	4727
aworld	749	1958	4070
aworld	649	2258	2991
aworld	454	2209	1714
aworld	234	1869	567
aworld	20	1306	-328
aworld	-155	728	-1083
aworld	-296	184	-1664
aworld	-431	-297	-2101
aworld	-530	-680	-2462
aworld	-562	-918	-2655
aworld	-520	-994	-2648
aworld	-467	-944	-2570
aworld	-436	-771	-2468
aworld	-409	-473	-2254
aworld	-347	-163	-1814
aworld	-214	95	-1220
aworld	-77	263	-516
aworld	-20	308	164
aworld	-26	261	731
aworld	-66	376	1141
aworld	-82	219	2804
aworld	-53	246	4800
aworld	-95	187	6104
aworld	-27	0	6933
aworld	186	-125	7460
aworld	329	-431	7766
aworld	525	-817	7916
aworld	650	-1040	7998
aworld	598	-1201	8048
aworld	504	-1555	8044
aworld	473	-1816	8039
aworld	511	-1774	8065
aworld	611	-1281	8123
aworld	682	-464	8176
aworld	705	354	7771
aworld	760	1137	7076
aworld	732	1644	6348
aworld	770	2017	5648
aworld	790	2369	4773
aworld	658	2536	3556
aworld	461	2461	2195
aworld	207	2137	863
aworld	-53	1661	-336
aworld	-297	1099	-1220
aworld	-507	548	-1924
aworld	-681	68	-2456
aworld	-774	-264	-2766
aworld	-755	-472	-2778
aworld	-691	-566	-2644
aworld	-621	-592	-2562
aworld	-546	-514	-2540
aworld	-515	-324	-2463
aworld	-511	-82	-2328
aworld	-449	240	-2080
aworld	-342	556	-1453
aworld	-212	814	-556
aworld	-159	989	586
aworld	-178	877	1558
aworld	-208	848	3602
aworld	-87	743	5321
aworld	-23	391	6405
aworld	153	-422	7048
aworld	438	-1132	7422
aworld	722	-1668	7642
aworld	927	-1791	7797
aworld	863	-1802	7902
aworld	747	-1518	8002
aworld	497	-1254	8076
aworld	280	-1297	8103
aworld	165	-1386	8114
aworld	163	-1222	8144
aworld	124	-775	8183
aworld	204	-257	8213
aworld	364	336	8230
aworld	553	726	7960
aworld	798	1173	7359
aworld	872	1544	6433
aworld	932	1875	5599
aworld	985	2348	4815
aworld	879	2651	3682
aworld	666	2603	2168
aworld	350	2346	669
aworld	-37	1995	-530
aworld	-413	1593	-1503
aworld	-748	1112	-2314
aworld	-1005	660	-2893
aworld	-1187	319	-3253
aworld	-1282	87	-3326
aworld	-1256	-78	-3096
aworld	-1139	-239	-2771
aworld	-992	-463	-2537
aworld	-844	-649	-2387
aworld	-698	-726	-2228
aworld	-570	-714	-1944
aworld	-467	-635	-1529
aworld	-372	-560	-932
aworld	-280	-564	-365
aworld	-198	-500	158
aworld	-199	-52	1415
aworld	-217	-196	3804
aworld	-299	85	5469
aworld	-333	360	6536
aworld	-189	711	7252
aworld	73	596	7703
aworld	575	71	7952
aworld	1021	-528	8064
aworld	1229	-1285	8088
aworld	1230	-1646	8113
aworld	934	-1916	8129
aworld	513	-1865	8168
aworld	272	-2137	8168
aworld	459	-986	8277
aworld	417	-20	8296
aworld	522	635	8079
aworld	696	1010	7351
aworld	861	1263	6502
aworld	832	1402	5589
aworld	753	1625	4596
aworld	608	1876	3495
aworld	346	2001	2266
aworld	-11	1994	1035
aworld	-391	1866	-35
aworld	-716	1614	-794
aworld	-968	1288	-1408
aworld	-1134	884	-1865
aworld	-1218	475	-2121
aworld	-1211	101	-2259
aworld	-1136	-175	-2220
aworld	-1024	-376	-2126
aworld	-923	-536	-2122
aworld	-829	-633	-2181
aworld	-737	-605	-2191
aworld	-692	-491	-2115
aworld	-674	-360	-2029
aworld	-637	-189	-1955
aworld	-639	38	-1626
aworld	-685	240	-855
aworld	-704	330	406
aworld	-808	389	3024
aworld	-586	613	4944
aworld	-318	1075	6184
aworld	101	1236	7003
aworld	677	698	7529
aworld	1455	-194	7832
aworld	1826	-1160	7967
aworld	2094	-1965	8025
aworld	1953	-2338	8076
aworld	1558	-2676	8118
aworld	1102	-2406	8182
aworld	668	-2143	8212
aworld	766	-1097	8271
aworld	516	17	8215
aworld	345	733	7821
aworld	309	1226	7130
aworld	312	1451	5974
aworld	258	1436	4730
aworld	175	1373	3640
aworld	61	1252	2458
aworld	-124	1086	1228
aworld	-370	861	112
aworld	-658	591	-745
aworld	-923	340	-1407
aworld	-1140	84	-1905
aworld	-1277	-164	-2295
aworld	-1323	-312	-2508
